Date,NIFVIX
30.10.2023,11.49
27.10.2023,10.905
26.10.2023,11.73
25.10.2023,11.3125
23.10.2023,10.905
20.10.2023,10.8175
19.10.2023,10.8975
18.10.2023,10.965
17.10.2023,10.695
16.10.2023,11.07
13.10.2023,10.6175
12.10.2023,10.6175
11.10.2023,10.985
10.10.2023,11.27
09.10.2023,11.4
06.10.2023,10.3
05.10.2023,10.94
04.10.2023,11.655
03.10.2023,11.7875
29.09.2023,11.4525
28.09.2023,12.8225
27.09.2023,11.585
26.09.2023,11.185
25.09.2023,10.9
22.09.2023,10.66
21.09.2023,10.8175
20.09.2023,11.1275
18.09.2023,10.835
15.09.2023,10.9025
14.09.2023,11.3175
13.09.2023,11.8275
12.09.2023,11.69
11.09.2023,11.3475
08.09.2023,10.78
07.09.2023,10.8725
06.09.2023,10.6775
05.09.2023,10.815
04.09.2023,10.9625
01.09.2023,11.365
31.08.2023,12.0625
30.08.2023,11.8
29.08.2023,12.225
28.08.2023,12.3975
25.08.2023,12.0825
24.08.2023,11.7
23.08.2023,11.7275
22.08.2023,11.7475
21.08.2023,11.96
18.08.2023,12.1425
17.08.2023,12.24
16.08.2023,12.125
14.08.2023,11.995
11.08.2023,11.5225
10.08.2023,11.4
09.08.2023,11.14
08.08.2023,11.325
07.08.2023,11.1025
04.08.2023,10.5725
03.08.2023,11.185
02.08.2023,11.2775
01.08.2023,10.2825
31.07.2023,10.4125
28.07.2023,10.135
27.07.2023,10.5125
26.07.2023,10.4575
25.07.2023,10.2425
24.07.2023,11.6525
21.07.2023,11.485
20.07.2023,11.785
19.07.2023,11.6
18.07.2023,11.71
17.07.2023,11.315
14.07.2023,10.6825
13.07.2023,10.9375
12.07.2023,10.935
11.07.2023,11.0125
10.07.2023,11.4625
07.07.2023,11.5325
06.07.2023,11.84
05.07.2023,11.8825
04.07.2023,11.7
03.07.2023,11.54
30.06.2023,10.8
28.06.2023,10.8875
27.06.2023,10.7775
26.06.2023,11.395
23.06.2023,11.235
22.06.2023,11.5475
21.06.2023,11.2925
20.06.2023,11.1325
19.06.2023,11.225
16.06.2023,10.84
15.06.2023,11.08
14.06.2023,11.1625
13.06.2023,11.11
12.06.2023,11.245
09.06.2023,11.12
08.06.2023,11.2575
07.06.2023,11.4425
06.06.2023,11.38
05.06.2023,11.1375
02.06.2023,11.125
01.06.2023,11.5975
31.05.2023,11.9725
30.05.2023,12.01
29.05.2023,12.2975
26.05.2023,11.9
25.05.2023,12.52
24.05.2023,13.1125
23.05.2023,12.605
22.05.2023,12.57
19.05.2023,12.3025
18.05.2023,12.795
17.05.2023,13.105
16.05.2023,13.2925
15.05.2023,13.1725
12.05.2023,12.8525
11.05.2023,13.215
10.05.2023,13.0825
09.05.2023,12.6775
08.05.2023,12.635
05.05.2023,12.295
04.05.2023,11.7325
03.05.2023,11.84
02.05.2023,11.8975
28.04.2023,10.9475
27.04.2023,11.425
26.04.2023,11.6525
25.04.2023,11.52
24.04.2023,11.6675
21.04.2023,11.63
20.04.2023,11.94
19.04.2023,12.1525
18.04.2023,12.075
17.04.2023,12.265
13.04.2023,11.9075
12.04.2023,12.2725
11.04.2023,11.975
10.04.2023,12.2725
06.04.2023,11.7975
05.04.2023,12.4125
03.04.2023,12.585
31.03.2023,12.935
29.03.2023,13.6275
28.03.2023,15.1
27.03.2023,15.445
24.03.2023,15.24
23.03.2023,14.49
22.03.2023,14.8075
21.03.2023,15.0825
20.03.2023,16.0075
17.03.2023,14.7675
16.03.2023,16.2175
15.03.2023,16.295
14.03.2023,16.2175
13.03.2023,16.215
10.03.2023,13.4125
09.03.2023,12.725
08.03.2023,12.45
06.03.2023,12.2675
03.03.2023,12.18
02.03.2023,12.97
01.03.2023,12.995
28.02.2023,14.02
27.02.2023,13.875
24.02.2023,14.185
23.02.2023,15.075
22.02.2023,15.5875
21.02.2023,14.0075
20.02.2023,13.3825
17.02.2023,13.085
16.02.2023,12.89
15.02.2023,12.86
14.02.2023,13.4525
13.02.2023,13.68
10.02.2023,12.745
09.02.2023,13.04
08.02.2023,13.595
07.02.2023,14.125
06.02.2023,14.6875
03.02.2023,14.3975
02.02.2023,15.7325
01.02.2023,16.78
31.01.2023,16.875
30.01.2023,17.71
27.01.2023,17.32
25.01.2023,14.655
24.01.2023,13.6575
23.01.2023,13.6175
20.01.2023,13.7875
19.01.2023,13.96
18.01.2023,14.3725
17.01.2023,14.59
16.01.2023,15.0225
13.01.2023,14.46
12.01.2023,15.275
11.01.2023,15.435
10.01.2023,15.51
09.01.2023,14.6525
06.01.2023,15.025
05.01.2023,14.9825
04.01.2023,15.1975
03.01.2023,14.385
02.01.2023,14.685
30.12.2022,14.8675
29.12.2022,14.8125
28.12.2022,15.395
27.12.2022,15.29
26.12.2022,15.9325
23.12.2022,16.16
22.12.2022,15.1875
21.12.2022,15.5625
20.12.2022,13.78
19.12.2022,13.5525
16.12.2022,14.07
15.12.2022,13.7325
14.12.2022,12.885
13.12.2022,12.8825
12.12.2022,13.3175
09.12.2022,13.4775
08.12.2022,13.3975
07.12.2022,14.0775
06.12.2022,14.0425
05.12.2022,13.7325
02.12.2022,13.45
01.12.2022,13.36
30.11.2022,13.8075
29.11.2022,13.615
28.11.2022,13.565
25.11.2022,13.3325
24.11.2022,13.4775
23.11.2022,14.0425
22.11.2022,13.8425
21.11.2022,14.7975
18.11.2022,14.39
17.11.2022,14.8775
16.11.2022,15.1
15.11.2022,14.635
14.11.2022,14.91
11.11.2022,14.405
10.11.2022,15.5675
09.11.2022,15.915
07.11.2022,15.585
04.11.2022,15.655
03.11.2022,15.9425
02.11.2022,16.6625
01.11.2022,16.13
31.10.2022,15.8025
28.10.2022,15.9225
27.10.2022,16.5975
25.10.2022,16.88
24.10.2022,17.4225
21.10.2022,17.28
20.10.2022,17.2325
19.10.2022,17.4875
18.10.2022,17.4525
17.10.2022,18.4175
14.10.2022,18.2575
13.10.2022,20.29
12.10.2022,20.175
11.10.2022,20.49
10.10.2022,19.6225
07.10.2022,18.8125
06.10.2022,19.315
04.10.2022,19.57
03.10.2022,21.365
30.09.2022,19.9675
29.09.2022,21.3025
28.09.2022,22.095
27.09.2022,21.5675
26.09.2022,21.8925
23.09.2022,20.5925
22.09.2022,18.815
21.09.2022,19.325
20.09.2022,18.7975
19.09.2022,19.94
16.09.2022,19.8225
15.09.2022,18.3925
14.09.2022,18.2775
13.09.2022,17.47
12.09.2022,17.9375
09.09.2022,17.7175
08.09.2022,18.305
07.09.2022,19.3675
06.09.2022,19.525
05.09.2022,19.6625
02.09.2022,19.55
01.09.2022,19.8725
30.08.2022,18.7
29.08.2022,19.8225
26.08.2022,18.215
25.08.2022,19.57
24.08.2022,18.43
23.08.2022,19.05
22.08.2022,19.0375
19.08.2022,18.285
18.08.2022,17.35
17.08.2022,17.6775
16.08.2022,17.685
12.08.2022,17.6075
11.08.2022,18.355
10.08.2022,19.5875
08.08.2022,19.3025
05.08.2022,18.915
04.08.2022,19.2575
03.08.2022,18.45
02.08.2022,18.53
01.08.2022,17.485
29.07.2022,16.55
28.07.2022,17.0125
27.07.2022,18.13
26.07.2022,18.17
25.07.2022,17.68
22.07.2022,16.65
21.07.2022,16.8575
20.07.2022,16.8225
19.07.2022,17.2025
18.07.2022,17.16
15.07.2022,17.5975
14.07.2022,18.34
13.07.2022,18.52
12.07.2022,18.5475
11.07.2022,18.3675
08.07.2022,18.395
07.07.2022,19.2025
06.07.2022,20.2675
05.07.2022,20.7875
04.07.2022,20.9725
01.07.2022,21.25
30.06.2022,21.84
29.06.2022,21.9
28.06.2022,21.45
27.06.2022,21.005
24.06.2022,20.55
23.06.2022,20.88
22.06.2022,21.3
21.06.2022,21.1425
20.06.2022,22.4125
17.06.2022,22.7575
16.06.2022,22.8675
15.06.2022,22.1475
14.06.2022,21.8875
13.06.2022,22.365
10.06.2022,19.575
09.06.2022,19.14
08.06.2022,19.8375
07.06.2022,20.425
06.06.2022,20.2025
03.06.2022,19.975
02.06.2022,20.32
01.06.2022,20.845
31.05.2022,20.4775
30.05.2022,19.98
27.05.2022,21.48
26.05.2022,22.7175
25.05.2022,25.2825
24.05.2022,25.635
23.05.2022,23.3975
20.05.2022,23.1
19.05.2022,24.5575
18.05.2022,22.295
17.05.2022,22.7425
16.05.2022,24.5275
13.05.2022,23.485
12.05.2022,24.265
11.05.2022,22.8025
10.05.2022,22.3025
09.05.2022,22.0325
06.05.2022,21.25
05.05.2022,20.2925
04.05.2022,21.8775
02.05.2022,20.2825
29.04.2022,19.415
28.04.2022,19.3775
27.04.2022,20.605
26.04.2022,19.1875
25.04.2022,21.2575
22.04.2022,18.3525
21.04.2022,17.8525
20.04.2022,18.6725
19.04.2022,19.775
18.04.2022,19.335
13.04.2022,17.785
12.04.2022,18.1575
11.04.2022,18.27
08.04.2022,17.6875
07.04.2022,18.9975
06.04.2022,19.0225
05.04.2022,18.4875
04.04.2022,17.9075
01.04.2022,18.435
31.03.2022,20.56
30.03.2022,20.61
29.03.2022,21.3025
28.03.2022,22.61
25.03.2022,23.43
24.03.2022,23.93
23.03.2022,24.7475
22.03.2022,24.07
21.03.2022,24.6225
17.03.2022,22.61
16.03.2022,24.1175
15.03.2022,26.73
14.03.2022,25.6775
11.03.2022,25.345
10.03.2022,25.5825
09.03.2022,27.4675
08.03.2022,28.5875
07.03.2022,29.33
04.03.2022,27.9575
03.03.2022,28.155
02.03.2022,29.2325
28.02.2022,28.57
25.02.2022,26.74
24.02.2022,31.9825
23.02.2022,24.5425
22.02.2022,26.6625
21.02.2022,22.9025
18.02.2022,22.165
17.02.2022,22.005
16.02.2022,20.5925
15.02.2022,20.6125
14.02.2022,22.9775
11.02.2022,18.68
10.02.2022,17.71
09.02.2022,18.555
08.02.2022,19.685
07.02.2022,20.4375
04.02.2022,18.8975
03.02.2022,19.16
02.02.2022,18.65
01.02.2022,19.9775
31.01.2022,21.9525
28.01.2022,20.695
27.01.2022,21.065
25.01.2022,21.3575
24.01.2022,22.825
21.01.2022,18.8875
20.01.2022,17.79
19.01.2022,17.8175
18.01.2022,17.78
17.01.2022,16.765
14.01.2022,16.555
13.01.2022,16.705
12.01.2022,17.1825
11.01.2022,17.7575
10.01.2022,17.6775
07.01.2022,17.6025
06.01.2022,17.9775
05.01.2022,17.2275
04.01.2022,16.12
03.01.2022,16.4525
31.12.2021,16.2225
30.12.2021,16.565
29.12.2021,16.2425
28.12.2021,16.475
27.12.2021,17.1175
24.12.2021,16.1475
23.12.2021,15.825
22.12.2021,16.58
21.12.2021,17.5375
20.12.2021,18.965
17.12.2021,16.3375
16.12.2021,15.895
15.12.2021,17.2175
14.12.2021,16.9525
13.12.2021,16.57
10.12.2021,16.06
09.12.2021,16.6025
08.12.2021,17.265
07.12.2021,18.46
06.12.2021,20.0775
03.12.2021,18.455
02.12.2021,18.0875
01.12.2021,19.4475
30.11.2021,21.1675
29.11.2021,20.83
26.11.2021,20.8025
25.11.2021,16.6625
24.11.2021,17.095
23.11.2021,18.015
22.11.2021,17.52
18.11.2021,14.8575
17.11.2021,14.98
16.11.2021,15.195
15.11.2021,15.465
12.11.2021,15.2175
11.11.2021,16.3525
10.11.2021,16.305
09.11.2021,16.0025
08.11.2021,16.34
04.11.2021,15.7475
03.11.2021,16.125
02.11.2021,17.0625
01.11.2021,17.235
29.10.2021,17.425
28.10.2021,17.9125
27.10.2021,16.8275
26.10.2021,16.7525
25.10.2021,17.61
22.10.2021,17.545
21.10.2021,18.035
20.10.2021,18.3125
19.10.2021,17.3825
18.10.2021,17.185
14.10.2021,15.7675
13.10.2021,16.1
12.10.2021,15.8475
11.10.2021,16.085
08.10.2021,15.6525
07.10.2021,16.155
06.10.2021,17.3325
05.10.2021,16.3975
04.10.2021,16.735
01.10.2021,17.21
30.09.2021,18.4025
29.09.2021,18.8375
28.09.2021,18.535
27.09.2021,18.0525
24.09.2021,16.9225
23.09.2021,16.6025
22.09.2021,16.4925
21.09.2021,16.52
20.09.2021,17.4925
17.09.2021,15.2325
16.09.2021,14.4125
15.09.2021,13.73
14.09.2021,13.575
13.09.2021,14.025
09.09.2021,13.9425
08.09.2021,14.41
07.09.2021,14.895
06.09.2021,15.105
03.09.2021,14.5425
02.09.2021,14.24
01.09.2021,14.185
31.08.2021,14.52
30.08.2021,13.3175
27.08.2021,13.405
26.08.2021,13.5375
25.08.2021,13.4975
24.08.2021,13.1875
23.08.2021,13.685
20.08.2021,14.015
18.08.2021,12.905
17.08.2021,13.4125
16.08.2021,13.4575
13.08.2021,12.99
12.08.2021,12.3725
11.08.2021,12.7125
10.08.2021,12.705
09.08.2021,12.605
06.08.2021,12.6075
05.08.2021,12.8725
04.08.2021,13.2125
03.08.2021,13.7475
02.08.2021,12.805
30.07.2021,12.8025
29.07.2021,12.945
28.07.2021,13.6925
27.07.2021,13.2325
26.07.2021,12.45
23.07.2021,11.7625
22.07.2021,11.885
20.07.2021,13.205
19.07.2021,12.68
16.07.2021,11.705
15.07.2021,12.27
14.07.2021,12.59
13.07.2021,12.6225
12.07.2021,12.9925
09.07.2021,12.9425
08.07.2021,13.56
07.07.2021,12.2125
06.07.2021,12.275
05.07.2021,12.0675
02.07.2021,12.09
01.07.2021,12.84
30.06.2021,13.045
29.06.2021,13.0025
28.06.2021,13.4025
25.06.2021,13.3675
24.06.2021,15.0975
23.06.2021,15.365
22.06.2021,14.7375
21.06.2021,15.06
18.06.2021,14.7975
17.06.2021,15.2875
16.06.2021,14.865
15.06.2021,14.605
14.06.2021,14.715
11.06.2021,14.1025
10.06.2021,15.0025
09.06.2021,14.7525
08.06.2021,15.225
07.06.2021,15.5675
04.06.2021,15.94
03.06.2021,15.745
02.06.2021,17.21
01.06.2021,17.3875
31.05.2021,16.885
28.05.2021,17.4025
27.05.2021,19.91
26.05.2021,20.8725
25.05.2021,18.8425
24.05.2021,19.13
21.05.2021,19.08
20.05.2021,19.6525
19.05.2021,19.3175
18.05.2021,19.24
17.05.2021,19.6075
14.05.2021,20.2675
12.05.2021,20.08
11.05.2021,19.83
10.05.2021,20.225
07.05.2021,20.8225
06.05.2021,22.035
05.05.2021,21.9625
04.05.2021,23.01
03.05.2021,23.6925
30.04.2021,23.0275
29.04.2021,23.305
28.04.2021,22.58
27.04.2021,23.0825
26.04.2021,23.495
23.04.2021,22.69
22.04.2021,23.025
20.04.2021,22.425
19.04.2021,22.485
16.04.2021,20.4025
15.04.2021,20.89
13.04.2021,20.46
12.04.2021,22.995
09.04.2021,19.785
08.04.2021,20.3125
07.04.2021,20.2475
06.04.2021,20.84
05.04.2021,21.215
01.04.2021,19.9875
31.03.2021,20.645
30.03.2021,20.485
26.03.2021,20.65
25.03.2021,22.6975
24.03.2021,22.455
23.03.2021,20.665
22.03.2021,20.4925
19.03.2021,19.9875
18.03.2021,20.08
17.03.2021,20.1575
16.03.2021,20.19
15.03.2021,21.2275
12.03.2021,21.7075
10.03.2021,20.7475
09.03.2021,22.495
08.03.2021,24.675
05.03.2021,25.56
04.03.2021,24.15
03.03.2021,22.09
02.03.2021,23.605
01.03.2021,25.625
26.02.2021,28.1425
25.02.2021,22.8925
24.02.2021,24.1675
23.02.2021,25.2275
22.02.2021,25.47
19.02.2021,22.25
18.02.2021,21.5425
17.02.2021,21.505
16.02.2021,21.78
15.02.2021,21.475
12.02.2021,22.0425
11.02.2021,23.045
10.02.2021,23.9525
09.02.2021,24.27
08.02.2021,23.9575
05.02.2021,23.415
04.02.2021,23.1225
03.02.2021,23.745
02.02.2021,23.345
01.02.2021,23.3225
29.01.2021,25.3425
28.01.2021,24.29
27.01.2021,24.3925
25.01.2021,23.245
22.01.2021,22.4225
21.01.2021,22.18
20.01.2021,21.55
19.01.2021,22.8975
18.01.2021,24.395
15.01.2021,24.01
14.01.2021,23.0275
13.01.2021,23.2925
12.01.2021,22.8475
11.01.2021,22.3825
08.01.2021,20.64
07.01.2021,20.615
06.01.2021,20.995
05.01.2021,20.46
04.01.2021,20.03
01.01.2021,19.56
31.12.2020,21.095
30.12.2020,21.11
29.12.2020,20.79
28.12.2020,20.4275
24.12.2020,19.9675
23.12.2020,20.495
22.12.2020,21.985
21.12.2020,23.19
18.12.2020,18.6225
17.12.2020,19.1575
16.12.2020,19.2
15.12.2020,19.345
14.12.2020,19.4025
11.12.2020,18.79
10.12.2020,18.7125
09.12.2020,18.92
08.12.2020,18.6175
07.12.2020,18.025
04.12.2020,18.0275
03.12.2020,19
02.12.2020,19.9075
01.12.2020,20.1825
27.11.2020,19.8175
26.11.2020,20.0225
25.11.2020,23.1275
24.11.2020,21.0575
23.11.2020,20.7975
20.11.2020,19.6175
19.11.2020,19.57
18.11.2020,19.12
17.11.2020,19.8025
14.11.2020,19.13
13.11.2020,19.7025
12.11.2020,20.62
11.11.2020,22.0325
10.11.2020,21.5775
09.11.2020,20.1125
06.11.2020,20.4975
05.11.2020,20.965
04.11.2020,23.2
03.11.2020,24.24
02.11.2020,25.21
30.10.2020,24.7525
29.10.2020,24.0225
28.10.2020,23.28
27.10.2020,22.195
26.10.2020,22.8325
23.10.2020,21.8275
22.10.2020,22.635
21.10.2020,22.915
20.10.2020,22.69
19.10.2020,21.8175
16.10.2020,21.645
15.10.2020,22.0575
14.10.2020,20.21
13.10.2020,20.715
12.10.2020,21.1275
09.10.2020,20.38
08.10.2020,20.38
07.10.2020,20.06
06.10.2020,19.635
05.10.2020,19.705
01.10.2020,18.35
30.09.2020,19.53
29.09.2020,19.775
28.09.2020,19.5725
25.09.2020,20.675
24.09.2020,23.51
23.09.2020,20.99
22.09.2020,21.41
21.09.2020,22.1875
18.09.2020,20.045
17.09.2020,20.1
16.09.2020,19.66
15.09.2020,20.5975
14.09.2020,21.19
11.09.2020,20.7125
10.09.2020,21.2625
09.09.2020,22.23
08.09.2020,22.7225
07.09.2020,22.0075
04.09.2020,22.1525
03.09.2020,20.5025
02.09.2020,21.105
01.09.2020,21.8
31.08.2020,22.835
28.08.2020,18.3475
27.08.2020,18.895
26.08.2020,19.3025
25.08.2020,19.315
24.08.2020,19.23
21.08.2020,19.9375
20.08.2020,20.6175
19.08.2020,19.9575
18.08.2020,20.43
17.08.2020,21.3075
14.08.2020,21.6725
13.08.2020,20.5675
12.08.2020,20.845
11.08.2020,21.36
10.08.2020,22.51
07.08.2020,22.5775
06.08.2020,23.15
05.08.2020,23.5675
04.08.2020,23.815
03.08.2020,25.185
31.07.2020,24.1925
30.07.2020,24.7275
29.07.2020,24.1125
28.07.2020,23.6425
27.07.2020,25.0175
24.07.2020,24.535
23.07.2020,24.64
22.07.2020,24.885
21.07.2020,24.4275
20.07.2020,24.7125
17.07.2020,24.1575
16.07.2020,25.3625
15.07.2020,26.29
14.07.2020,26.6375
13.07.2020,25.2525
10.07.2020,24.9425
09.07.2020,24.9125
08.07.2020,26.1
07.07.2020,25.1025
06.07.2020,25.1975
03.07.2020,25.7675
02.07.2020,26.5075
01.07.2020,28.1175
30.06.2020,29.1175
29.06.2020,28.91
26.06.2020,28.735
25.06.2020,29.7275
24.06.2020,29.5775
23.06.2020,29.34
22.06.2020,30.46
19.06.2020,29.965
18.06.2020,31.455
17.06.2020,33.355
16.06.2020,32.965
15.06.2020,32.5775
12.06.2020,30.8225
11.06.2020,29.66
10.06.2020,29.4375
09.06.2020,30.205
08.06.2020,29.6475
05.06.2020,28.68
04.06.2020,29.69
03.06.2020,30.0425
02.06.2020,30.115
01.06.2020,30.7425
29.05.2020,30.22
28.05.2020,30.0175
27.05.2020,31.2725
26.05.2020,31.47
22.05.2020,32.3775
21.05.2020,32.985
20.05.2020,35.81
19.05.2020,39.4525
18.05.2020,40.915
15.05.2020,38.0175
14.05.2020,38.1825
13.05.2020,38.835
12.05.2020,38.205
11.05.2020,38.0375
08.05.2020,38.4075
07.05.2020,39.93
06.05.2020,41.2475
05.05.2020,43.6075
04.05.2020,43.67
30.04.2020,33.9875
29.04.2020,33.8375
28.04.2020,35.355
27.04.2020,38.0425
24.04.2020,39.1175
23.04.2020,39.23
22.04.2020,42.8225
21.04.2020,45.1975
20.04.2020,43.455
17.04.2020,42.5925
16.04.2020,46.095
15.04.2020,49.735
13.04.2020,51.4575
09.04.2020,49.745
08.04.2020,52.2425
07.04.2020,51.8
03.04.2020,55.3025
01.04.2020,60.0525
