Date,PX_LAST,PX_VOLUME
20.06.2023,16199.95,1693230829
19.06.2023,16142.15,1733307501
16.06.2023,16181.45,2041483387
15.06.2023,16058.25,1704333560
14.06.2023,16084.05,2015539570
13.06.2023,16048.2,1912195427
12.06.2023,15929.1,1724896174
09.06.2023,15877.4,1899276576
08.06.2023,15921.05,2368758781
07.06.2023,16006.7,3113275842
06.06.2023,15878.4,1727390352
05.06.2023,15859.5,1791195201
02.06.2023,15811.2,1850573049
01.06.2023,15760.35,1756679554
31.05.2023,15766.4,3452749071
30.05.2023,15799.45,1635985520
29.05.2023,15772.35,1756015406
26.05.2023,15696.75,1555177362
25.05.2023,15555.25,1791622184
24.05.2023,15515.95,1759580440
23.05.2023,15544.75,1488312608
22.05.2023,15504,1699231413
19.05.2023,15407.55,1395762636
18.05.2023,15361.6,1592850492
17.05.2023,15426.35,1708197616
16.05.2023,15492.4,1781795091
15.05.2023,15549.7,1356782540
12.05.2023,15477.35,1349788055
11.05.2023,15484.05,1597885320
10.05.2023,15466.05,1633267598
09.05.2023,15420.6,1814858069
08.05.2023,15427.1,1756137824
05.05.2023,15278.6,2111154091
04.05.2023,15405.5,2225528343
03.05.2023,15276.4,2173389670
02.05.2023,15300.75,2179365847
28.04.2023,15219.55,2188831896
27.04.2023,15075.05,1984708561
26.04.2023,14994.4,2112793930
25.04.2023,14955.7,1999033807
24.04.2023,14930.15,1560387154
21.04.2023,14847.1,1446496246
20.04.2023,14861.75,1113305115
19.04.2023,14856.9,1465719425
18.04.2023,14897,1588353060
17.04.2023,14904.3,1396018912
13.04.2023,14954.25,1296251187
12.04.2023,14941.55,1196592192
11.04.2023,14867.25,1244492478
10.04.2023,14790.55,1206322523
06.04.2023,14759.2,1301693047
05.04.2023,14709.4,1345237378
03.04.2023,14601.95,1382486174
31.03.2023,14557.85,1744273854
29.03.2023,14345.6,1955709926
28.03.2023,14211.8,1461524983
27.03.2023,14262.7,1481559192
24.03.2023,14279,1396048977
23.03.2023,14403.6,1162234148
22.03.2023,14460,1293203459
21.03.2023,14411.3,1329388698
20.03.2023,14317.1,1617972972
17.03.2023,14420.85,2335798763
16.03.2023,14330.35,2166814560
15.03.2023,14320.3,1386568459
14.03.2023,14358.55,1541520782
13.03.2023,14454.45,1820012428
10.03.2023,14679.85,1254042243
09.03.2023,14803.95,1337603327
08.03.2023,14921.95,1383638204
06.03.2023,14881,1618596616
03.03.2023,14774.75,1831401257
02.03.2023,14587.25,1559920347
01.03.2023,14664.85,1609704691
28.02.2023,14518.75,2038552537
27.02.2023,14548.7,1359792443
24.02.2023,14630.45,1443460554
23.02.2023,14666.75,1738279069
22.02.2023,14701.9,1445331515
21.02.2023,14913.95,1362135509
20.02.2023,14938.65,1487039164
17.02.2023,15003.95,1183806448
16.02.2023,15083.75,1262808878
15.02.2023,15039.65,1261216093
14.02.2023,14968.9,1317351612
13.02.2023,14900.5,1389238443
10.02.2023,15015.85,1567464644
09.02.2023,15030.1,1569293387
08.02.2023,15028.3,1730153256
07.02.2023,14902.2,1680002570
06.02.2023,14934.15,2178288360
03.02.2023,14962.35,2022624131
02.02.2023,14839.4,2056905928
01.02.2023,14847.65,2638250569
31.01.2023,14935.5,2135709658
30.01.2023,14854.2,2176673692
27.01.2023,14874.75,2361981912
25.01.2023,15171.95,1796456426
24.01.2023,15388.55,1385162036
23.01.2023,15403.2,1746351498
20.01.2023,15347.9,1456578538
19.01.2023,15419.7,1397940591
18.01.2023,15466.35,1456707447
17.01.2023,15396.15,1662006794
16.01.2023,15305.45,1862743570
13.01.2023,15346.1,1654332600
12.01.2023,15279.6,1525410438
11.01.2023,15301.35,1618847634
10.01.2023,15325.25,1603159738
09.01.2023,15450.1,1622494542
06.01.2023,15272,1731462274
05.01.2023,15386.2,1756668308
04.01.2023,15393,2139053096
03.01.2023,15557.8,2077114272
02.01.2023,15523.65,2100336318
30.12.2022,15448.85,2177895200
29.12.2022,15485.2,2121593379
28.12.2022,15432.8,2369754511
27.12.2022,15418.35,2551296617
26.12.2022,15298.55,2912946876
23.12.2022,15046,2817098950
22.12.2022,15431.5,2756025508
21.12.2022,15527.55,3062020011
20.12.2022,15726.2,2326129868
19.12.2022,15755.2,2537045437
16.12.2022,15636.35,2877750101
15.12.2022,15783.8,3335428333
14.12.2022,15963.8,4415929519
13.12.2022,15904.5,3497303705
12.12.2022,15828,2791385743
09.12.2022,15812.75,3679343930
08.12.2022,15911.1,1967287299
07.12.2022,15862,2008438540
06.12.2022,15922.85,2311633800
05.12.2022,15967.2,2366550196
02.12.2022,15963.5,2231197217
01.12.2022,16003.95,2087260933
30.11.2022,15946.15,3148620915
29.11.2022,15812.45,2085343665
28.11.2022,15784.45,2407263794
25.11.2022,15727.25,2580923382
24.11.2022,15680.8,1938019518
23.11.2022,15538.15,1966564981
22.11.2022,15509.2,1889428183
21.11.2022,15453.8,1897045381
18.11.2022,15550.85,1740991153
17.11.2022,15597.25,1751072310
16.11.2022,15663.3,1895666450
15.11.2022,15693.9,1490601593
14.11.2022,15650.2,1975805848
11.11.2022,15649.1,2301538901
10.11.2022,15440,1696143940
09.11.2022,15567.25,2286514913
07.11.2022,15615.15,2098710460
04.11.2022,15530.85,1799754365
03.11.2022,15484.7,1533581319
02.11.2022,15497.55,1356369438
01.11.2022,15537.4,1756374202
31.10.2022,15424,1436076775
28.10.2022,15241.6,1488533655
27.10.2022,15244.25,1790193355
25.10.2022,15158.1,1717823983
24.10.2022,15198.75,396649174
21.10.2022,15081.1,1652010476
20.10.2022,15112.1,1946682857
19.10.2022,15068.6,1895840786
18.10.2022,15056.55,1737723416
17.10.2022,14906.15,1400728636
14.10.2022,14815.1,1270082006
13.10.2022,14730.3,1316039824
12.10.2022,14829.95,1418991409
11.10.2022,14721.9,1498799633
10.10.2022,14951.65,1420460846
07.10.2022,15036.7,1535855659
06.10.2022,15053.05,1649676252
04.10.2022,14965.8,1536625583
03.10.2022,14638.5,1665355078
30.09.2022,14829.35,1881198019
29.09.2022,14602.5,1813592799
28.09.2022,14620.6,1559120413
27.09.2022,14727.3,1676743917
26.09.2022,14725.7,1994235461
23.09.2022,15057.65,1723230144
22.09.2022,15335.3,1868222839
21.09.2022,15361.25,1633796422
20.09.2022,15470.35,1514536206
19.09.2022,15293.55,1592805437
16.09.2022,15243.95,2582890903
15.09.2022,15580.35,1805671642
14.09.2022,15630.7,2023793430
13.09.2022,15669.85,1799280675
12.09.2022,15577.4,1403829153
09.09.2022,15467.4,1883276625
08.09.2022,15440.7,1962089739
07.09.2022,15319.4,2329467161
06.09.2022,15313.05,2340271959
05.09.2022,15294.4,2063022326
02.09.2022,15201.6,1721101724
01.09.2022,15211.2,1887721217
30.08.2022,15325.05,1849362622
29.08.2022,14972.75,1543806646
26.08.2022,15147.55,1714471790
25.08.2022,15100.65,2157553941
24.08.2022,15140.4,1754769023
23.08.2022,15090.5,1844202013
22.08.2022,15001.75,1648241622
19.08.2022,15236.65,1925117182
18.08.2022,15404.6,1749038510
17.08.2022,15379.05,1881468758
16.08.2022,15280.5,1771080346
12.08.2022,15140.55,1736431366
11.08.2022,15095.15,1496590462
10.08.2022,14985.8,1671382607
08.08.2022,14993.35,1420711786
05.08.2022,14900.4,2153904409
04.08.2022,14892.45,2320098205
03.08.2022,14878.05,2403123575
02.08.2022,14876.6,3265345125
01.08.2022,14846.85,2120563196
29.07.2022,14665.65,1916576289
28.07.2022,14469.1,1742186254
27.07.2022,14262.55,1507711153
26.07.2022,14141.45,1492482903
25.07.2022,14279.5,1389197352
22.07.2022,14336.6,1246877998
21.07.2022,14271.8,1382327096
20.07.2022,14164.4,1356373232
19.07.2022,14051.65,1281842335
18.07.2022,13984.4,1171579610
15.07.2022,13790.2,1083221905
14.07.2022,13702.65,1079671317
13.07.2022,13726.95,1101134452
12.07.2022,13779,1229496938
11.07.2022,13886.85,1251741611
08.07.2022,13828.25,1090546667
07.07.2022,13765.6,1222896680
06.07.2022,13631.3,1162903383
05.07.2022,13461.85,1143490261
04.07.2022,13472.65,1090134381
01.07.2022,13394.45,1292755474
30.06.2022,13387.55,1296763256
29.06.2022,13417.85,1413712508
28.06.2022,13464.25,1242907282
27.06.2022,13444.55,1203390156
24.06.2022,13322.5,1194210708
23.06.2022,13178.8,1235063774
22.06.2022,13047.75,1284949775
21.06.2022,13241.9,1452889416
20.06.2022,12950.75,1553247536
17.06.2022,12994.75,1644760699
16.06.2022,13089.2,1385437449
15.06.2022,13380.85,973850504
14.06.2022,13388.3,1238442984
13.06.2022,13416.9,1306394989
10.06.2022,13781.75,1034024811
09.06.2022,13977.1,1114495573
08.06.2022,13886.9,1232230159
07.06.2022,13935.6,1115312622
06.06.2022,14054.1,1118638011
03.06.2022,14077.9,1205648026
02.06.2022,14167.95,1277988674
01.06.2022,14082.9,1370794669
31.05.2022,14119.6,2587496055
30.05.2022,14154.8,1395876254
27.05.2022,13873.15,1251551533
26.05.2022,13722.55,1681237805
25.05.2022,13587.75,1367445922
24.05.2022,13747.25,1571206265
23.05.2022,13835.8,1568671748
20.05.2022,13895.05,1395201103
19.05.2022,13550.9,1522617779
18.05.2022,13918.2,1588231425
17.05.2022,13926.05,1543622516
16.05.2022,13571.2,1504177884
13.05.2022,13471.5,1731094866
12.05.2022,13465.25,1827965124
11.05.2022,13771.8,1785910352
10.05.2022,13855.95,1345479766
09.05.2022,13991.75,1418991426
06.05.2022,14145.75,1526108456
05.05.2022,14395.5,1349654710
04.05.2022,14393.35,1629680302
02.05.2022,14736.3,1413251679
29.04.2022,14783.35,1609557502
28.04.2022,14913.9,1613145949
27.04.2022,14756,1542960449
26.04.2022,14898.35,1357486732
25.04.2022,14673,1525996866
22.04.2022,14894.85,1486943550
21.04.2022,15053.95,1436607750
20.04.2022,14850.3,1463035590
19.04.2022,14726.65,1855369225
18.04.2022,14926.05,1668247374
13.04.2022,15138.55,1388505488
12.04.2022,15164.7,1771383713
11.04.2022,15325.5,1750682873
08.04.2022,15342.4,2385268764
07.04.2022,15201.25,3302836546
06.04.2022,15327.9,2840470400
05.04.2022,15390.5,1870375947
04.04.2022,15384.2,1956545495
01.04.2022,15087.3,1854339950
31.03.2022,14894.5,1815251648
30.03.2022,14896.9,2148589897
29.03.2022,14761.9,1722624126
28.03.2022,14675.85,1547370762
25.03.2022,14651.7,1396675558
24.03.2022,14699.35,1609080043
23.03.2022,14695.15,1679968615
22.03.2022,14724.05,1520859061
21.03.2022,14602.35,1498216639
17.03.2022,14721.7,2600172827
16.03.2022,14481.8,1284516904
15.03.2022,14215.85,1766275769
14.03.2022,14374.6,1450414963
11.03.2022,14237.15,1529739344
10.03.2022,14189,1946810503
09.03.2022,13979.6,1863587266
08.03.2022,13706.75,1986681475
07.03.2022,13564.25,2132125281
04.03.2022,13893.15,2163358448
03.03.2022,14135.95,1981292495
02.03.2022,14199.8,1960825495
28.02.2022,14307.95,2039609404
25.02.2022,14187.4,2082555257
24.02.2022,13775.7,2896660329
23.02.2022,14506.95,1359046090
22.02.2022,14489.05,1789782510
21.02.2022,14597.1,1685206945
18.02.2022,14710.7,1107629373
17.02.2022,14772.05,1173686803
16.02.2022,14789.9,1468717194
15.02.2022,14805.55,1813119349
14.02.2022,14400.4,1733846850
11.02.2022,14891.3,1399113736
10.02.2022,15112.2,1675851554
09.02.2022,15016.35,1413173419
08.02.2022,14857.05,1793708441
07.02.2022,14870.6,1777758185
04.02.2022,15085.45,1700283517
03.02.2022,15135.9,1718538295
02.02.2022,15293.35,1979267946
01.02.2022,15116.2,2290902168
31.01.2022,14921.45,1701833595
28.01.2022,14723.25,2108354405
27.01.2022,14679.7,2247371180
25.01.2022,14832.2,2059618896
24.01.2022,14712.05,2092790883
21.01.2022,15180.8,1624156698
20.01.2022,15361.1,1452364959
19.01.2022,15472.5,1809243947
18.01.2022,15573.1,1865876457
17.01.2022,15781.25,1676707252
14.01.2022,15730.4,1578334741
13.01.2022,15721.05,1886097035
12.01.2022,15667.9,2465729163
11.01.2022,15530.55,3859562035
10.01.2022,15495.55,1742165362
07.01.2022,15348.55,1831250781
06.01.2022,15290.1,1835765443
05.01.2022,15396.4,1880757237
04.01.2022,15318.75,1992560514
03.01.2022,15204.6,1711743989
31.12.2021,14996.2,1818214463
30.12.2021,14842.05,1794991791
29.12.2021,14863.4,1573250586
28.12.2021,14867.85,1185348855
27.12.2021,14727.6,1256619005
24.12.2021,14664.8,1376801961
23.12.2021,14751.45,1248384517
22.12.2021,14639.75,1386347290
21.12.2021,14461.4,1649593618
20.12.2021,14300.7,2107251611
17.12.2021,14673.15,1914338443
16.12.2021,14936.45,1656250900
15.12.2021,14953.1,1508050662
14.12.2021,15043.25,1809018566
13.12.2021,15064.25,2044804382
10.12.2021,15155,2436218232
09.12.2021,15126.6,3114038725
08.12.2021,15073.25,1722666422
07.12.2021,14834.5,2053524776
06.12.2021,14618.35,2894531091
03.12.2021,14856.3,2448004269
02.12.2021,14973.95,2101455128
01.12.2021,14784.7,2309466860
30.11.2021,14648.35,2682400787
29.11.2021,14656.45,2224592537
26.11.2021,14707.2,2217882330
25.11.2021,15150.6,1839959382
24.11.2021,15046.5,1857315541
23.11.2021,15107.8,2118937938
22.11.2021,14976.7,2078909437
18.11.2021,15302.55,1715283574
17.11.2021,15454.95,1356329811
16.11.2021,15525.4,1497928101
15.11.2021,15592.6,1310851988
12.11.2021,15579,1520464318
11.11.2021,15411.1,1493771490
10.11.2021,15521.1,1877000269
09.11.2021,15541.95,2039428417
08.11.2021,15520.15,1750778815
04.11.2021,15376.9,369458204
03.11.2021,15282.75,1590805645
02.11.2021,15314.65,1699103912
01.11.2021,15302.7,1841726352
29.10.2021,15086.9,2323658555
28.10.2021,15190.85,2387292812
27.10.2021,15484.35,1908733604
26.10.2021,15499.65,2377318370
25.10.2021,15334.35,2423972413
22.10.2021,15399.7,2658091327
21.10.2021,15487.65,2521990001
20.10.2021,15568.65,2611891297
19.10.2021,15757.85,2962494793
18.10.2021,15886.15,3729469416
14.10.2021,15769.25,2579631708
13.10.2021,15631.4,3027680048
12.10.2021,15481.9,2776371650
11.10.2021,15428,2171060075
08.10.2021,15365.2,1859852067
07.10.2021,15290.15,2134120586
06.10.2021,15134.55,2579412312
05.10.2021,15280.1,2528673224
04.10.2021,15181.15,2050818357
01.10.2021,15013.95,2547877344
30.09.2021,15052.65,3246246370
29.09.2021,15086.95,3074300544
28.09.2021,15095.6,2245338421
27.09.2021,15189.05,1855011060
24.09.2021,15191.95,2678377777
23.09.2021,15205.45,2046704624
22.09.2021,14990.55,2024443497
21.09.2021,14946.3,2228665043
20.09.2021,14826.75,2432340465
17.09.2021,15027.25,4288419796
16.09.2021,15104.9,5345605915
15.09.2021,15020.55,3135906154
14.09.2021,14904.35,2920040073
13.09.2021,14852.2,1673709928
09.09.2021,14836.45,1826184489
08.09.2021,14803.6,2677527502
07.09.2021,14784.25,2369606925
06.09.2021,14805.85,1605956365
03.09.2021,14759.3,2454372126
02.09.2021,14684.35,2204479240
01.09.2021,14551.35,1842266019
31.08.2021,14555.9,1939879159
30.08.2021,14397.9,1418191928
27.08.2021,14192.5,1322925518
26.08.2021,14106.95,1491898368
25.08.2021,14093.6,1376531468
24.08.2021,14063.25,1610603086
23.08.2021,13930.55,2034607070
20.08.2021,13943.95,1890113076
18.08.2021,14095.55,1753353294
17.08.2021,14113.1,1569484678
16.08.2021,14070.8,1309598249
13.08.2021,14065.3,1557284734
12.08.2021,13971.95,1493031479
11.08.2021,13876.55,1971251665
10.08.2021,13892.75,1935174359
09.08.2021,13935.05,2356923244
06.08.2021,13954.65,2805276830
05.08.2021,13981.55,3957455172
04.08.2021,13969.35,3150952388
03.08.2021,13939.2,2412772263
02.08.2021,13783.7,1946413673
30.07.2021,13664.25,2157998197
29.07.2021,13643.75,2106240301
28.07.2021,13579.15,2019384906
27.07.2021,13610.3,1838503854
26.07.2021,13675.1,1796617659
23.07.2021,13687,2597135759
22.07.2021,13670.2,2171789245
20.07.2021,13495.6,1799075026
19.07.2021,13619.85,2356465289
16.07.2021,13742.35,2078937086
15.07.2021,13720.35,1622455717
14.07.2021,13661.1,1353870470
13.07.2021,13628.85,1537130204
12.07.2021,13549,1809425539
09.07.2021,13527.95,1565534299
08.07.2021,13532.7,1869770413
07.07.2021,13631,1791166691
06.07.2021,13574.15,2228290078
05.07.2021,13585.75,1986517476
02.07.2021,13494.45,1807176403
01.07.2021,13454.1,2051043540
30.06.2021,13473.55,2225442810
29.06.2021,13481.95,2121753668
28.06.2021,13533.05,2291881613
25.06.2021,13539.4,2381374446
24.06.2021,13468.25,1928526726
23.06.2021,13423.35,2587101997
22.06.2021,13491.1,2643719995
21.06.2021,13456.1,2605848877
18.06.2021,13386.55,3643105417
17.06.2021,13425.15,2299073612
16.06.2021,13510.6,2247315219
15.06.2021,13607.8,2288096967
14.06.2021,13554.15,2886671368
11.06.2021,13563.85,2690887678
10.06.2021,13517.2,2587040404
09.06.2021,13396.4,3364690736
08.06.2021,13496.55,2765882510
07.06.2021,13479.65,3342703144
