Date,PX_BID,PX_VOLUME,PX_ASK
13.03.2024,5006,1111802,5007
12.03.2024,4994,1819487,4995
11.03.2024,4940,2131027,4942
08.03.2024,4945,1225887,4946
07.03.2024,4986,1130707,4987
06.03.2024,4926,819528,4927
05.03.2024,4887,703112,4888
04.03.2024,4917,583063,4918
01.03.2024,4914,780378,4916
29.02.2024,4906,961324,4907
28.02.2024,4890,592988,4891
27.02.2024,4896,576558,4897
26.02.2024,4874,449870,4875
23.02.2024,4881,740156,4882
22.02.2024,4878,1084317,4879
21.02.2024,4805,531719,4806
20.02.2024,4778,525258,4779
19.02.2024,4776,290687,4777
16.02.2024,4763,756706,4764
15.02.2024,4776,676971,4777
14.02.2024,4742,593413,4743
13.02.2024,4688,938451,4689
12.02.2024,4752,664624,4753
09.02.2024,4747,672669,4748
08.02.2024,4720,801332,4721
07.02.2024,4705,570003,4706
06.02.2024,4714,601399,4716
05.02.2024,4682,553335,4683
02.02.2024,4681,774126,4682
01.02.2024,4677,801257,4678
31.01.2024,4653,899445,4654
30.01.2024,4680,556620,4683
29.01.2024,4675,510160,4676
26.01.2024,4654,932675,4656
25.01.2024,4619,762897,4620
24.01.2024,4578,1002539,4579
23.01.2024,4501,530608,4502
22.01.2024,4498,596168,4499
19.01.2024,4495,653146,4496
18.01.2024,4491,762488,4492
17.01.2024,4425,879466,4428
16.01.2024,4459,747048,4460
15.01.2024,4479,455074,4481
12.01.2024,4507,709076,4508
11.01.2024,4493,868132,4494
10.01.2024,4504,467338,4505
09.01.2024,4491,572620,4493
08.01.2024,4529,503886,4530
05.01.2024,4485,691224,4486
04.01.2024,4482,601581,4483
03.01.2024,4474,864647,4476
02.01.2024,4529,753335,4531
29.12.2023,4560,396094,4561
28.12.2023,4543,332112,4544
27.12.2023,4571,314541,4572
22.12.2023,4556,439410,4557
21.12.2023,4571,546146,4573
20.12.2023,4532,626072,4534
19.12.2023,4580,524417,4582
18.12.2023,4563,544171,4565
15.12.2023,4576,51228,4577
14.12.2023,4540,911171,4546
13.12.2023,4569,1321586,4570
12.12.2023,4548,1732445,4549
11.12.2023,4545,1934525,4546
08.12.2023,4534,1464632,4535
07.12.2023,4484,769086,4485
06.12.2023,4476,813972,4477
05.12.2023,4460,868422,4461
04.12.2023,4433,576851,4434
01.12.2023,4430,895697,4432
30.11.2023,4400,869649,4402
29.11.2023,4379,678558,4380
28.11.2023,4351,611328,4352
27.11.2023,4361,542340,4362
24.11.2023,4380,403961,4381
23.11.2023,4371,341111,4372
22.11.2023,4363,485526,4365
21.11.2023,4348,518541,4349
20.11.2023,4360,505761,4361
17.11.2023,4354,847163,4356
16.11.2023,4323,782257,4324
15.11.2023,4321,833911,4322
14.11.2023,4306,1054978,4307
13.11.2023,4243,608196,4244
10.11.2023,4239,870864,4240
09.11.2023,4213,905417,4216
08.11.2023,4189,835379,4190
07.11.2023,4163,646792,4164
06.11.2023,4168,652134,4170
03.11.2023,4193,928699,4195
02.11.2023,4201,1203827,4203
01.11.2023,4124,775430,4125
31.10.2023,4082,819609,4084
30.10.2023,4051,662957,4053
27.10.2023,4015,1083968,4016
26.10.2023,4049,848473,4051
25.10.2023,4065,839394,4066
24.10.2023,4084,773701,4086
23.10.2023,4039,953433,4040
20.10.2023,4036,1188310,4037
19.10.2023,4076,917980,4077
18.10.2023,4109,927325,4110
17.10.2023,4172,698924,4173
16.10.2023,4171,691280,4172
13.10.2023,4144,918598,4145
12.10.2023,4204,717733,4206
11.10.2023,4230,785847,4232
10.10.2023,4200,978508,4201
09.10.2023,4153,664257,4154
06.10.2023,4183,1039874,4184
05.10.2023,4132,687318,4133
04.10.2023,4133,918712,4134
03.10.2023,4118,917112,4119
02.10.2023,4149,915353,4151
29.09.2023,4188,1140453,4189
28.09.2023,4186,799652,4187
27.09.2023,4162,751334,4163
26.09.2023,4141,992852,4142
25.09.2023,4198,844948,4200
22.09.2023,4217,817473,4218
21.09.2023,4212,888960,4214
20.09.2023,4284,654540,4285
19.09.2023,4278,541637,4279
18.09.2023,4277,653638,4278
15.09.2023,4320,85743,4321
14.09.2023,4295,881060,4300
13.09.2023,4217,1427992,4218
12.09.2023,4243,1737471,4244
11.09.2023,4268,1749248,4269
08.09.2023,4244,1312479,4245
07.09.2023,4227,899450,4229
06.09.2023,4244,742624,4245
05.09.2023,4268,624382,4269
04.09.2023,4285,413870,4286
01.09.2023,4299,702640,4300
31.08.2023,4302,877264,4303
30.08.2023,4326,629549,4328
29.08.2023,4344,612489,4345
28.08.2023,4309,518861,4310
25.08.2023,4266,640134,4267
24.08.2023,4225,733409,4226
23.08.2023,4284,611740,4285
22.08.2023,4264,630162,4265
21.08.2023,4252,656944,4253
18.08.2023,4232,947349,4234
17.08.2023,4222,794254,4223
16.08.2023,4276,624793,4278
15.08.2023,4289,721218,4290
14.08.2023,4354,531047,4355
11.08.2023,4344,729051,4345
10.08.2023,4380,898561,4381
09.08.2023,4341,737244,4342
08.08.2023,4330,864485,4333
07.08.2023,4368,557404,4369
04.08.2023,4322,888193,4323
03.08.2023,4329,1007072,4330
02.08.2023,4348,1116667,4349
01.08.2023,4430,893344,4431
31.07.2023,4495,818049,4496
28.07.2023,4487,861828,4488
27.07.2023,4442,1182595,4444
26.07.2023,4373,890398,4374
25.07.2023,4396,541842,4397
24.07.2023,4408,492508,4409
21.07.2023,4412,606708,4413
20.07.2023,4381,643561,4382
19.07.2023,4383,638182,4384
18.07.2023,4400,554527,4402
17.07.2023,4386,607833,4387
14.07.2023,4407,599337,4409
13.07.2023,4419,776790,4420
12.07.2023,4385,915485,4386
11.07.2023,4323,741040,4324
10.07.2023,4284,636153,4285
07.07.2023,4260,944394,4261
06.07.2023,4252,1381319,4255
05.07.2023,4372,712678,4374
04.07.2023,4413,328594,4415
03.07.2023,4433,478075,4434
30.06.2023,4434,984265,4436
29.06.2023,4388,527462,4389
28.06.2023,4377,658747,4378
27.06.2023,4350,590049,4351
26.06.2023,4309,667505,4310
23.06.2023,4294,738189,4296
22.06.2023,4332,836468,4334
21.06.2023,4346,615792,4347
20.06.2023,4373,571667,4374
19.06.2023,4391,483322,4392
16.06.2023,4385,104273,4386
15.06.2023,4373,770389,4375
14.06.2023,4371,1346468,4372
13.06.2023,4353,2334283,4354
12.06.2023,4333,1950161,4334
09.06.2023,4296,979968,4298
08.06.2023,4310,742430,4312
07.06.2023,4290,681364,4292
06.06.2023,4311,643366,4312
05.06.2023,4292,752781,4293
02.06.2023,4333,902796,4334
01.06.2023,4269,869250,4270
31.05.2023,4237,1277349,4239
30.05.2023,4296,776970,4297
29.05.2023,4318,326777,4320
26.05.2023,4339,852496,4340
25.05.2023,4285,850940,4286
24.05.2023,4265,1052318,4267
23.05.2023,4325,665688,4326
22.05.2023,4391,565195,4392
19.05.2023,4397,931031,4398
18.05.2023,4375,802351,4376
17.05.2023,4342,636458,4344
16.05.2023,4298,575408,4299
15.05.2023,4323,495613,4324
12.05.2023,4313,737399,4314
11.05.2023,4300,805671,4301
10.05.2023,4291,725186,4293
09.05.2023,4311,626229,4312
08.05.2023,4337,449330,4339
05.05.2023,4330,790512,4331
04.05.2023,4263,1002926,4264
03.05.2023,4266,770761,4267
02.05.2023,4276,900460,4277
28.04.2023,4331,977077,4333
27.04.2023,4345,738030,4347
26.04.2023,4285,820974,4287
25.04.2023,4308,700386,4309
24.04.2023,4351,549506,4352
21.04.2023,4359,840400,4360
20.04.2023,4334,759375,4335
19.04.2023,4346,633658,4348
18.04.2023,4343,688016,4344
17.04.2023,4325,637074,4326
14.04.2023,4335,700893,4337
13.04.2023,4320,638109,4321
12.04.2023,4286,684359,4288
11.04.2023,4280,530421,4281
06.04.2023,4262,608006,4263
05.04.2023,4246,723726,4247
04.04.2023,4259,782463,4260
03.04.2023,4264,641340,4265
31.03.2023,4267,875788,4269
30.03.2023,4228,880519,4230
29.03.2023,4184,824588,4185
28.03.2023,4108,594722,4109
27.03.2023,4118,606967,4119
24.03.2023,4094,1267202,4099
23.03.2023,4122,840975,4124
22.03.2023,4095,716226,4100
21.03.2023,4138,939120,4139
20.03.2023,4075,1416186,4076
17.03.2023,4137,138402,4138
16.03.2023,4150,1549379,4152
15.03.2023,4081,2562441,4084
14.03.2023,4173,2891759,4174
13.03.2023,4095,2968041,4097
10.03.2023,4184,2205537,4185
09.03.2023,4237,1076074,4238
08.03.2023,4294,873616,4297
07.03.2023,4273,933088,4274
06.03.2023,4308,826602,4309
03.03.2023,4318,809672,4319
02.03.2023,4265,1055634,4267
01.03.2023,4225,1029864,4228
28.02.2023,4234,981147,4235
27.02.2023,4254,970238,4255
24.02.2023,4197,1258757,4198
23.02.2023,4284,807724,4285
22.02.2023,4246,993068,4247
21.02.2023,4248,918597,4250
20.02.2023,4273,413635,4275
17.02.2023,4292,1205439,4293
16.02.2023,4292,1106677,4293
15.02.2023,4306,783025,4307
14.02.2023,4271,950032,4272
13.02.2023,4262,656198,4263
10.02.2023,4215,1073574,4216
09.02.2023,4232,1042601,4233
08.02.2023,4220,882741,4222
07.02.2023,4249,840615,4250
06.02.2023,4217,898868,4218
03.02.2023,4245,1006574,4246
02.02.2023,4251,1239243,4255
01.02.2023,4202,810926,4203
31.01.2023,4188,834517,4189
30.01.2023,4157,781707,4158
27.01.2023,4181,793799,4182
26.01.2023,4193,760981,4195
25.01.2023,4177,829883,4178
24.01.2023,4164,593525,4165
23.01.2023,4167,550944,4169
20.01.2023,4144,898263,4146
19.01.2023,4119,1230328,4120
18.01.2023,4157,873283,4158
17.01.2023,4183,788489,4185
16.01.2023,4157,504499,4159
13.01.2023,4176,864159,4177
12.01.2023,4143,1015864,4145
11.01.2023,4127,880513,4128
10.01.2023,4085,714603,4087
09.01.2023,4053,933895,4055
06.01.2023,4039,813012,4040
05.01.2023,3965,713263,3969
04.01.2023,3982,1097848,3983
03.01.2023,3891,972553,3892
02.01.2023,3857,326585,3858
30.12.2022,3794,469501,3795
29.12.2022,3849,383398,3850
28.12.2022,3797,335201,3798
27.12.2022,3828,260457,3829
23.12.2022,3828,418779,3829
22.12.2022,3837,588754,3838
21.12.2022,3873,636423,3874
20.12.2022,3811,553510,3812
19.12.2022,3804,520193,3805
16.12.2022,3788,110266,3789
15.12.2022,3838,1393978,3843
14.12.2022,3949,1392201,3951
13.12.2022,3977,3209557,3978
12.12.2022,3944,2132022,3945
09.12.2022,3922,1252478,3923
08.12.2022,3929,936306,3930
07.12.2022,3931,881929,3932
06.12.2022,3936,774200,3938
05.12.2022,3951,640253,3952
02.12.2022,3983,889012,3984
01.12.2022,3982,915749,3983
30.11.2022,4007,1120711,4008
29.11.2022,3948,720500,3949
28.11.2022,3924,716327,3925
25.11.2022,3963,623996,3964
24.11.2022,3963,546710,3965
23.11.2022,3945,692082,3946
22.11.2022,3947,674310,3948
21.11.2022,3920,577420,3921
18.11.2022,3928,1113257,3929
17.11.2022,3895,876850,3896
16.11.2022,3877,1063452,3878
15.11.2022,3885,1130095,3886
14.11.2022,3868,949065,3870
11.11.2022,3889,1246108,3890
10.11.2022,3854,1415324,3856
09.11.2022,3697,686780,3698
08.11.2022,3721,733634,3722
07.11.2022,3706,783189,3707
04.11.2022,3694,1318037,3697
03.11.2022,3586,819805,3587
02.11.2022,3581,860740,3583
01.11.2022,3653,863208,3655
31.10.2022,3616,776791,3618
28.10.2022,3639,862781,3641
27.10.2022,3580,979974,3581
26.10.2022,3582,913290,3583
25.10.2022,3583,936121,3584
24.10.2022,3527,939287,3528
21.10.2022,3509,1061095,3510
20.10.2022,3462,859805,3463
19.10.2022,3465,823806,3466
18.10.2022,3477,1032951,3478
17.10.2022,3435,782435,3436
14.10.2022,3356,1303762,3357
13.10.2022,3395,1581580,3396
12.10.2022,3321,961988,3322
11.10.2022,3315,975883,3316
10.10.2022,3356,821019,3357
07.10.2022,3358,841557,3359
06.10.2022,3420,901139,3421
05.10.2022,3463,893463,3464
04.10.2022,3476,1415482,3477
03.10.2022,3347,907048,3348
30.09.2022,3275,1184712,3276
29.09.2022,3284,1297677,3285
28.09.2022,3353,1455224,3354
27.09.2022,3311,1195288,3313
26.09.2022,3333,1126929,3334
23.09.2022,3353,1292743,3354
22.09.2022,3433,986986,3434
21.09.2022,3443,824579,3444
20.09.2022,3455,982035,3456
19.09.2022,3514,645098,3515
16.09.2022,3496,125343,3497
15.09.2022,3533,933083,3535
14.09.2022,3575,1658009,3576
13.09.2022,3556,2831177,3557
12.09.2022,3644,2521018,3646
09.09.2022,3580,1529049,3581
08.09.2022,3501,1575332,3502
07.09.2022,3518,1014166,3519
06.09.2022,3476,998548,3477
05.09.2022,3480,715061,3481
02.09.2022,3457,1183451,3459
01.09.2022,3490,1192689,3491
31.08.2022,3504,1095809,3506
30.08.2022,3547,946107,3549
29.08.2022,3572,849345,3574
26.08.2022,3567,1001465,3568
25.08.2022,3695,657063,3696
24.08.2022,3659,592161,3660
23.08.2022,3644,732552,3645
22.08.2022,3646,873056,3648
19.08.2022,3724,914791,3725
18.08.2022,3777,616322,3778
17.08.2022,3765,740373,3766
16.08.2022,3810,666582,3812
15.08.2022,3803,561238,3804
12.08.2022,3803,673440,3804
11.08.2022,3745,670349,3747
10.08.2022,3755,649214,3756
09.08.2022,3710,605350,3711
08.08.2022,3745,562747,3746
05.08.2022,3734,665199,3736
04.08.2022,3745,800023,3746
03.08.2022,3735,624703,3737
02.08.2022,3672,684006,3673
01.08.2022,3704,614005,3706
29.07.2022,3727,916219,3728
28.07.2022,3668,739868,3669
27.07.2022,3622,675029,3623
26.07.2022,3559,722106,3563
25.07.2022,3602,660480,3603
22.07.2022,3572,789947,3574
21.07.2022,3593,951402,3594
20.07.2022,3562,1045387,3564
19.07.2022,3590,1123178,3592
18.07.2022,3474,779013,3475
15.07.2022,3473,992001,3474
14.07.2022,3416,1106405,3417
13.07.2022,3453,909205,3454
12.07.2022,3455,826795,3458
11.07.2022,3459,662699,3461
08.07.2022,3485,812665,3487
07.07.2022,3486,862168,3487
06.07.2022,3428,984272,3429
05.07.2022,3397,1184595,3398
04.07.2022,3439,428295,3440
01.07.2022,3466,938859,3468
30.06.2022,3448,1292179,3449
29.06.2022,3496,850928,3497
28.06.2022,3501,690319,3502
27.06.2022,3514,856446,3516
24.06.2022,3549,976976,3550
23.06.2022,3434,1009698,3435
22.06.2022,3438,929837,3440
21.06.2022,3473,832374,3474
20.06.2022,3450,486015,3452
17.06.2022,3474,98932,3475
16.06.2022,3407,1212149,3409
15.06.2022,3548,1660584,3549
14.06.2022,3474,3150043,3475
13.06.2022,3508,2795215,3509
10.06.2022,3601,1805570,3603
09.06.2022,3691,1539655,3692
08.06.2022,3765,1030688,3766
07.06.2022,3821,958699,3822
06.06.2022,3829,754575,3831
03.06.2022,3784,522379,3785
02.06.2022,3823,604713,3825
01.06.2022,3764,736387,3765
31.05.2022,3804,1172509,3810
30.05.2022,3841,597881,3844
27.05.2022,3809,870211,3810
26.05.2022,3743,700593,3744
25.05.2022,3689,696117,3690
24.05.2022,3669,772457,3670
23.05.2022,3700,690218,3701
20.05.2022,3653,996420,3655
19.05.2022,3627,1120229,3628
18.05.2022,3632,807877,3634
17.05.2022,3737,870467,3738
16.05.2022,3678,859089,3679
13.05.2022,3690,958624,3692
12.05.2022,3585,1316516,3586
11.05.2022,3549,1279769,3550
10.05.2022,3540,1054430,3541
09.05.2022,3498,1226041,3500
06.05.2022,3593,1275939,3596
05.05.2022,3649,997943,3650
04.05.2022,3763,679994,3765
03.05.2022,3710,779528,3711
02.05.2022,3688,803516,3690
29.04.2022,3675,929412,3681
28.04.2022,3746,855013,3749
27.04.2022,3657,920331,3661
26.04.2022,3627,976913,3629
25.04.2022,3731,1211397,3733
22.04.2022,3740,925592,3741
21.04.2022,3791,821310,3795
20.04.2022,3812,816586,3815
19.04.2022,3777,646647,3778
14.04.2022,3748,754938,3750
13.04.2022,3751,699089,3753
12.04.2022,3721,924695,3724
11.04.2022,3730,736969,3733
08.04.2022,3763,841745,3764
07.04.2022,3758,921329,3760
06.04.2022,3746,946970,3748
05.04.2022,3820,707543,3822
04.04.2022,3879,615826,3881
01.04.2022,3847,626990,3848
31.03.2022,3798,865181,3799
30.03.2022,3867,728034,3869
29.03.2022,3932,1063408,3933
28.03.2022,3838,671219,3840
25.03.2022,3807,606339,3809
24.03.2022,3798,782912,3801
23.03.2022,3763,750895,3765
22.03.2022,3844,616235,3848
21.03.2022,3789,516443,3795
18.03.2022,3848,143516,3848.5
17.03.2022,3876.5,993496,3883
16.03.2022,3901.5,2059215,3908
15.03.2022,3752,2631871,3755
14.03.2022,3729.5,2172024,3732
11.03.2022,3659,1571061,3660
10.03.2022,3657,1516446,3659.5
09.03.2022,3765,1657096,3767.5
08.03.2022,3553,1868085,3554
07.03.2022,3480.5,1964604,3481.5
04.03.2022,3565,1775023,3566
03.03.2022,3730,1122229,3730.5
02.03.2022,3818.5,1455121,3820
01.03.2022,3739.5,1360690,3741
28.02.2022,3867,1434368,3869
25.02.2022,3987,1309897,3988
24.02.2022,3896.5,2326891,3898
23.02.2022,3938,1054825,3938.5
22.02.2022,3984,1281230,3984.5
21.02.2022,3918.5,915348,3922.5
18.02.2022,4072.5,783122,4073.5
17.02.2022,4079.5,778412,4080
16.02.2022,4146,635699,4147
15.02.2022,4139.5,926328,4141
14.02.2022,4048,1302274,4050
11.02.2022,4071,801511,4076.5
10.02.2022,4149,726398,4150
09.02.2022,4209,826951,4212
08.02.2022,4137,614044,4139
07.02.2022,4107,618803,4107.5
04.02.2022,4096.5,1029996,4097
03.02.2022,4122.5,849269,4123.5
02.02.2022,4221,511022,4222
01.02.2022,4227,715090,4227.5
31.01.2022,4185.5,972726,4186.5
28.01.2022,4161.5,1018075,4162
27.01.2022,4145,1060755,4148.5
26.01.2022,4120.5,965028,4121
25.01.2022,4081,1083274,4082.5
24.01.2022,4120.5,1580643,4122
21.01.2022,4169.5,1042091,4171
20.01.2022,4239,659195,4239.5
19.01.2022,4242,772202,4242.5
18.01.2022,4243.5,759622,4248
17.01.2022,4286,372537,4289
14.01.2022,4278,627479,4278.5
13.01.2022,4265,502452,4266
12.01.2022,4306.5,658939,4310
11.01.2022,4295,598130,4296
10.01.2022,4261.5,685502,4264
07.01.2022,4295,650610,4297
06.01.2022,4307,699051,4310
05.01.2022,4319,485904,4320
04.01.2022,4355,540307,4358
03.01.2022,4333,454591,4334.5
30.12.2021,4276,376793,4280
29.12.2021,4273,342167,4274.5
28.12.2021,4295,297773,4297
27.12.2021,#N/A N/A,246829,#N/A N/A
23.12.2021,4248,397377,4249.5
22.12.2021,4209,386364,4210
21.12.2021,4176.5,488433,4178
20.12.2021,4118,704016,4119
17.12.2021,4159.5,116341,4160
16.12.2021,4184.5,871274,4189
15.12.2021,4217,1226564,4217.5
14.12.2021,4164,1753639,4165
13.12.2021,4178,1687578,4179
10.12.2021,4206,914897,4206.5
09.12.2021,4194.5,770088,4195
08.12.2021,4239,907117,4239.5
07.12.2021,4279.5,1046744,4280.5
06.12.2021,4150,819509,4150.5
03.12.2021,4077.5,980209,4082
02.12.2021,4128,1063331,4128.5
01.12.2021,4077,1070817,4077.5
30.11.2021,4067.5,1710083,4069
29.11.2021,4123,1206132,4123.5
26.11.2021,4062.5,1704217,4063.5
25.11.2021,4287,345701,4288
24.11.2021,4285.5,727099,4286
23.11.2021,4297,835263,4298
22.11.2021,4318,580554,4318.5
19.11.2021,4345,1011340,4345.5
18.11.2021,4384.5,531419,4385
17.11.2021,4395.5,478534,4396.5
16.11.2021,4394.5,495062,4395
15.11.2021,4375.5,429209,4376.5
12.11.2021,4364,455879,4365
11.11.2021,4348.5,409093,4349
10.11.2021,4321,501089,4321.5
09.11.2021,4335.5,556410,4337
08.11.2021,4342,423815,4342.5
05.11.2021,4348,668415,4348.5
04.11.2021,4328,566988,4328.5
03.11.2021,4323,524921,4324
02.11.2021,4288,468922,4289.5
01.11.2021,4274,565799,4276.5
29.10.2021,4252.5,986817,4253.5
28.10.2021,4222,646634,4223
27.10.2021,4199.5,524793,4200
26.10.2021,4204,601573,4204.5
25.10.2021,4178,428994,4178.5
22.10.2021,4186,659581,4187
21.10.2021,4158.5,572628,4159
20.10.2021,4159,467472,4159.5
19.10.2021,4156,454841,4156.5
18.10.2021,4142.5,594032,4143.5
15.10.2021,4174.5,723242,4175
14.10.2021,4143.5,727608,4144
13.10.2021,4079.5,639136,4080
12.10.2021,4036.5,579566,4037
11.10.2021,4035.5,475778,4036
08.10.2021,4054,591723,4054.5
07.10.2021,4075,795106,4075.5
06.10.2021,4024,1149787,4025
05.10.2021,4042.5,711737,4043
04.10.2021,3993.5,719186,3995
01.10.2021,4039.5,1079243,4040
30.09.2021,4021.5,1087663,4022
29.09.2021,4060,780434,4060.5
28.09.2021,4047.5,1012055,4048
27.09.2021,4149,526895,4150
24.09.2021,4142.5,573860,4143
23.09.2021,4177.5,655930,4178
22.09.2021,4127,767832,4127.5
21.09.2021,4060.5,923681,4062
20.09.2021,4007.5,1189950,4008
17.09.2021,4170,135583,4170.5
16.09.2021,4186,676332,4192
15.09.2021,4173,1197592,4173.5
14.09.2021,4183,1714603,4183.5
13.09.2021,4194,1756602,4194.5
10.09.2021,4157,909509,4157.5
09.09.2021,4164,1088439,4164.5
08.09.2021,4176,959028,4177
07.09.2021,4212.5,682766,4213
06.09.2021,4243,502129,4244.5
03.09.2021,4196.5,652221,4197
02.09.2021,4224.5,433348,4225.5
01.09.2021,4222,812518,4223
31.08.2021,4194,982799,4195.5
30.08.2021,4193.5,368894,4194
27.08.2021,4192,458377,4193
26.08.2021,4160,633125,4161
25.08.2021,4174.5,355002,4175.5
24.08.2021,4173.5,467487,4175
23.08.2021,4177,515257,4178
20.08.2021,4150.5,668922,4151
19.08.2021,4133.5,1091872,4136
18.08.2021,4166,492321,4166.5
17.08.2021,4188,670115,4188.5
16.08.2021,4211.5,624552,4213
13.08.2021,4228.5,399907,4229
12.08.2021,4225,489024,4225.5
11.08.2021,4209.5,464862,4210
10.08.2021,4190,403484,4190.5
09.08.2021,4177,283226,4177.5
06.08.2021,4173.5,414579,4174
05.08.2021,4153,393009,4153.5
04.08.2021,4133,516674,4133.5
03.08.2021,4121,482696,4122
02.08.2021,4097,514388,4098.5
30.07.2021,4086.5,728185,4087.5
29.07.2021,4104.5,517675,4106.5
28.07.2021,4086.5,511731,4087
27.07.2021,4068,647272,4068.5
26.07.2021,4099,506472,4099.5
23.07.2021,4099.5,513431,4100
22.07.2021,4057.5,584810,4058
21.07.2021,4035,679819,4035.5
20.07.2021,3960,987422,3961
19.07.2021,3922,1164502,3922.5
16.07.2021,4013.5,831495,4014
15.07.2021,4046,702735,4046.5
14.07.2021,4082,560915,4082.5
13.07.2021,4082,535339,4083.5
12.07.2021,4089,669857,4089.5
09.07.2021,4058,802620,4058.5
08.07.2021,3984.5,1309741,3985
07.07.2021,4073,579750,4073.5
06.07.2021,4035.5,616364,4036.5
05.07.2021,4075.5,304071,4076
02.07.2021,4074.5,469333,4075
01.07.2021,4075,792603,4075.5
30.06.2021,4062.5,1109802,4063
29.06.2021,4093,553879,4094
28.06.2021,4085,516601,4085.5
25.06.2021,4108.5,450510,4109
24.06.2021,4112.5,581365,4113
23.06.2021,4067,580424,4067.5
