Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,NIFVIX,IN003M,Daily_STIR,CFD_Ask,CFD_Bid,Portfolio_Value_Upper,Portfolio_Value_Lower,Cumulative_Cost_Upper,Cumulative_Cost_Lower
2024-07-18,23210.05,0.007011821331206,0.1113092128799349,0.1451,0.0729,0.0002892857142857,23212.09497466043,23208.005025339568,2378.2402961660923,1575.6711184664332,162.49999999997306,40.624999999993264
2024-07-19,22853.6,0.0067373160850882,0.1069515771910726,0.14825,0.073,0.0002896825396825,22855.534740330037,22851.66525966996,2276.665105966199,1535.214851910285,163.65873015870307,40.914682539675766
2024-07-22,22942.65,0.0083190581267882,0.132060953674635,0.154375,0.073,0.0002896825396825,22945.048271401287,22940.251728598716,2300.4700213906563,1544.9106276038776,164.81746031743307,41.20436507935827
2024-07-23,22865.2,0.0079872149915707,0.1267931072142188,0.127475,0.073,0.0002896825396825,22867.494832849465,22862.905167150537,2277.5150488664763,1535.902448118015,165.97619047616308,41.49404761904077
2024-07-24,22921.45,0.0077549733298859,0.1231063851289002,0.117625,0.0729,0.0002892857142857,22923.683588378273,22919.21641162173,2292.2264011229336,1541.9605604491694,167.13333333330587,41.78333333332647
2024-07-29,23394.2,0.0085566384975892,0.1358324251398149,0.12945,0.0728,0.0002888888888888,23396.715312276287,23391.684687723715,2424.2122918462132,1594.9282500718145,168.28888888886107,42.07222222221527
2024-07-30,23440.9,0.0082235986852672,0.1305455820192886,0.1288,0.0729,0.0002892857142857,23443.322237941353,23438.47776205865,2436.2414260533983,1599.9134751832603,169.44603174600385,42.36150793650096
2024-07-31,23530.8,0.0078533791188026,0.1246685285991563,0.1325,0.0728,0.0002888888888888,23533.122062839102,23528.477937160897,2460.4478981398324,1609.7693973511668,170.60158730155905,42.65039682538976
2024-08-01,23506.6,0.0075586644572006,0.119990078385216,0.1293,0.0728,0.0002888888888888,23508.832624515842,23504.367375484155,2452.497992117573,1606.7627682755963,171.75714285711425,42.93928571427856
2024-08-02,23259.45,0.0072637527210512,0.1153084997098222,0.1432,0.0728,0.0002888888888888,23261.57295799967,23257.327042000332,2381.726530155337,1578.6275168240352,172.91269841266944,43.22817460316736
2024-08-05,22542.45,0.0078687123386084,0.1249119359175812,0.203675,0.0727,0.000288492063492,22544.678873849814,22540.221126150187,2178.492287731199,1497.5069150924753,174.06666666663745,43.51666666665936
2024-08-06,22443.3,0.0126904539459785,0.2014547109934658,0.187425,0.0726,0.0002880952380952,22446.8788529659,22439.7211470341,2149.0190368975564,1485.8904719018753,175.21904761901826,43.804761904754564
2024-08-07,22848.9,0.0121131838898521,0.192290832946457,0.1617,0.0726,0.0002880952380952,22852.377792252275,22845.422207747728,2262.1931170272105,1531.3329610965939,176.37142857139906,44.092857142849766
2024-08-08,22705.7,0.0126387745449125,0.2006343259347122,0.166025,0.0726,0.0002880952380952,22709.305951241266,22702.094048758736,2220.650895432581,1514.8889296015993,177.52380952377987,44.38095238094497
2024-08-09,22923.5,0.0121642067767354,0.1931007961656513,0.15335,0.0725,0.0002876984126984,22927.00384385818,22919.99615614182,2280.9048630994075,1539.163135715949,178.67460317457346,44.668650793643366
2024-08-12,22915.85,0.0118135167963505,0.1875337653133684,0.158675,0.0726,0.0002880952380952,22919.251693873946,22912.44830612605,2277.6254998326026,1538.0242475520843,179.82698412695427,44.95674603173857
2024-08-13,22705.8,0.0111830679721332,0.1775257004939754,0.161675,0.0726,0.0002880952380952,22708.990640599848,22702.60935940015,2217.3405542915193,1514.0831264785077,180.97936507933508,45.24484126983377
2024-08-14,22672.65,0.0110711827011271,0.1757495768792568,0.15435,0.0726,0.0002880952380952,22675.804107040007,22669.495892959996,2206.8568064809833,1510.0624844971505,182.1317460317159,45.53293650792897
2024-08-16,23056.5,0.010513918008169,0.1669032741272336,0.144025,0.0727,0.000288492063492,23059.546057937136,23053.453942062864,2313.90212388005,1553.0537066948725,183.2857142856839,45.821428571420974
2024-08-19,23139.75,0.0111457200159911,0.176932820070405,0.14315,0.0727,0.000288492063492,23142.990760310076,23136.509239689924,2336.1531184701876,1562.127199769023,184.4396825396519,46.109920634912974
2024-08-20,23280.35,0.0105857389287475,0.1680433958959278,0.1382,0.0727,0.000288492063492,23283.446641055325,23277.253358944672,2374.6608090844506,1577.703371252823,185.5936507936199,46.398412698404975
2024-08-21,23368.65,0.0101598176893415,0.1612821058305153,0.133325,0.0727,0.000288492063492,23371.633319573422,23365.66668042658,2398.4216935049003,1587.380820259098,186.7476190475879,46.686904761896976
2024-08-22,23440.7,0.0096783596288837,0.1536391960624432,0.13,0.0727,0.000288492063492,23443.550707395294,23437.849292604707,2417.6087679572693,1595.2287452781409,187.9015873015559,46.97539682538898
2024-08-26,23561.75,0.008785344016936,0.1394630127057727,0.13795,0.0727,0.000288492063492,23564.351038560886,23559.148961439114,2450.6370171317376,1608.6131401860234,189.0555555555239,47.26388888888098
2024-08-28,23615.95,0.0081235129838143,0.1289567707642617,0.1395,0.0727,0.000288492063492,23618.36062653517,23613.53937346483,2464.810253871407,1614.4555301199866,190.2095238094919,47.55238095237298
2024-08-29,23631.4,0.0077568897430035,0.1231368072440104,0.137875,0.0728,0.0002888888888888,23633.703338736894,23629.09666126311,2468.0387382660633,1615.9202572111824,191.3650793650471,47.84126984126178
2024-08-30,23734.55,0.0074181698296371,0.1177597953147732,0.133925,0.0729,0.0002892857142857,23736.762374431848,23732.33762556815,2495.974874255494,1627.2682830355259,192.5222222221899,48.130555555547474
2024-09-02,23760.7,0.0071839676165447,0.1140419504407131,0.1406,0.0729,0.0002892857142857,23762.844887612482,23758.55511238752,2502.205812862203,1629.934229906781,193.67936507933268,48.41984126983317
2024-09-03,23788.45,0.0068908834497411,0.1093893835292756,0.138425,0.0729,0.0002892857142857,23790.50978606416,23786.39021393584,2508.8925949094737,1632.7825141542603,194.83650793647547,48.70912698411887
2024-09-04,23748.9,0.0066223680758806,0.1051268341146817,0.143775,0.0729,0.0002892857142857,23750.87623235776,23746.92376764224,2496.613817003375,1628.0445744203926,195.99365079361826,48.998412698404564
2024-09-05,23762.8,0.0064325401434451,0.1021134091079737,0.142075,0.0729,0.0002892857142857,23764.720708278554,23760.879291721445,2499.3893374666436,1629.3283540342711,197.15079365076105,49.28769841269026
2024-09-06,23477.7,0.006204670170979,0.0984960854375473,0.152175,0.0729,0.0002892857142857,23479.53044072561,23475.86955927439,2417.9165207305764,1596.9127987684158,198.30793650790383,49.57698412697596
2024-09-09,23502.15,0.0072846294006332,0.1156399067240707,0.142375,0.0729,0.0002892857142857,23504.301275155383,23499.99872484462,2423.5589709128367,1599.3433502698915,199.46507936504662,49.866269841261655
2024-09-10,23643.65,0.0069832121361562,0.1108550559880659,0.1336,0.0729,0.0002892857142857,23645.724678387483,23641.57532161252,2462.2980788863943,1615.012564887886,200.6222222221894,50.15555555554735
2024-09-11,23531.25,0.006889787258579,0.1093719820340494,0.136275,0.0729,0.0002892857142857,23533.287191597097,23529.212808402903,2429.4772069008563,1602.0577875222423,201.7793650793322,50.44484126983305
2024-09-12,23907.35,0.0068687936246892,0.1090387184277221,0.131825,0.0729,0.0002892857142857,23909.41344540712,23905.286554592876,2534.297555037044,1644.1594982052886,202.93650793647498,50.734126984118745
2024-09-13,23928.2,0.0081003510894548,0.1285890870900519,0.1255,0.0729,0.0002892857142857,23930.63553579908,23925.76446420092,2538.911082169592,1646.1784804868792,204.09365079361777,51.02341269840444
2024-09-16,23968.2,0.0077337626838929,0.1227696765622335,0.1246,0.0729,0.0002892857142857,23970.52920124253,23965.87079875747,2549.0558947196077,1650.4099769354566,205.25079365076056,51.31269841269014
2024-09-17,23969.9,0.007398922289078,0.1174542500807593,0.1259,0.0729,0.0002892857142857,23972.128514950356,23967.671485049646,2548.4061848253987,1650.3236644063445,206.40793650790334,51.601984126975836
2024-09-19,23853.95,0.007094434033599,0.1126206488739354,0.1247,0.073,0.0002896825396825,23856.07646893529,23851.82353106471,2514.6015291682365,1636.9756116672893,207.56666666663335,51.89166666665834
2024-09-20,24193.8,0.0070566491328768,0.1120208321701901,0.1279,0.073,0.0002896825396825,24195.945278148312,24191.654721851686,2609.207146629472,1674.9916681755928,208.72539682536336,52.18134920634084
2024-09-23,24379.2,0.007945687167436,0.126133873443318,0.13785,0.073,0.0002896825396825,24381.634061815836,24376.765938184166,2660.2127125971992,1695.5677040864932,209.88412698409337,52.47103174602334
2024-09-24,24389.7,0.0078744638775258,0.1250032387673687,0.133925,0.073,0.0002896825396825,24392.113282509737,24387.286717490264,2662.0187355100425,1696.46392277544,211.04285714282338,52.760714285705845
2024-09-25,24371.25,0.0075277904559288,0.1194999688091588,0.127425,0.073,0.0002896825396825,24373.555293089175,24368.944706910825,2655.691231192852,1694.1067305723734,212.2015873015534,53.05039682538835
2024-09-26,24496.9,0.0072283049254922,0.1147457834003739,0.120025,0.073,0.0002896825396825,24499.12499236298,24494.675007637023,2689.963269461303,1707.9893554035634,213.3603174602834,53.34007936507085
2024-09-27,24489.55,0.0070533724917172,0.1119688171043262,0.119625,0.0729,0.0002892857142857,24491.720494157205,24487.379505842793,2686.750255957717,1706.8777214307004,214.51746031742618,53.629365079356546
2024-09-30,24245.2,0.0067838074365758,0.1076896045159818,0.127875,0.073,0.0002896825396825,24247.266714092035,24243.133285907967,2616.7629999166666,1679.0566285380894,215.6761904761562,53.91904761903905
