Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,VSTOXX,EURIBOR3M,Daily_STIR,CFD_Ask,CFD_Bid,Portfolio_Value_Upper,Portfolio_Value_Lower,Cumulative_Cost_Upper,Cumulative_Cost_Lower
2024-03-12,4983.2,0.0085183888312291,0.1352252305102955,0.136807,0.0392499999999999,0.0001557539682539,4983.733391052619,4982.666608947381,2876.7203217530778,1475.7565685335055,166.6043650793178,35.07460317459321
2024-03-13,5000.55,0.0091603736578203,0.145416423690119,0.131363,0.0393,0.0001559523809523,5001.1255868619655,4999.974413138035,2950.3143075567546,1494.2720292701392,169.5674603174115,35.69841269840241
2024-03-15,4986.02,0.0081462605885804,0.1293178777950629,0.133135,0.03935,0.0001561507936507,4986.530378406687,4985.509621593314,2883.3657723392735,1477.6520085610068,172.5343253967748,36.323015873005204
2024-03-18,4982.76,0.0078148051826725,0.1240561863466218,0.134411,0.0392799999999999,0.000155873015873,4983.249292015894,4982.270707984107,2866.0775975089664,1473.446869615335,175.4959126983618,36.946507936497206
2024-03-19,5007.92,0.0075371269787268,0.1196481815137607,0.131173,0.0368999999999999,0.0001464285714285,5008.394289171314,5007.445710828686,2974.6512749377994,1500.7001104011144,178.2780555555033,37.5322222222112
2024-03-20,5000.31,0.0075521232372628,0.1198862397378565,0.129557,0.0368999999999999,0.0001464285714285,5000.784510679724,4999.835489320277,2938.2070719864187,1491.6988810918406,181.0601984126448,38.1179365079252
2024-03-21,5052.31,0.0073912378448313,0.117332263310117,0.121808,0.03665,0.0001454365079365,5052.779231514106,5051.840768485895,3165.4771394613576,1548.6254753415278,183.82349206343832,38.6996825396712
2024-03-22,5031.15,0.0083776092385358,0.1329904237586577,0.124209,0.0364499999999999,0.0001446428571428,5031.679623554998,5030.620376445001,3068.865413934275,1524.5810261026143,186.57170634915153,39.2782539682424
2024-03-25,5044.19,0.0082299266421106,0.1306460352199785,0.124948,0.03665,0.0001454365079365,5044.711635740103,5043.668364259896,3123.8168858062154,1538.427971451552,189.334999999945,39.8599999999884
2024-03-26,5064.18,0.0078557093630162,0.1247055200792565,0.124541,0.0365,0.0001448412698412,5064.679890064094,5063.680109935906,3209.58224441257,1559.9779420555215,192.0869841269278,40.4393650793532
2024-03-27,5081.74,0.007672035152758,0.1217897823836594,0.128635,0.0364499999999999,0.0001446428571428,5082.229894994961,5081.250105005039,3284.550852064179,1578.8285761112807,194.835198412641,41.017936507924404
2024-03-28,5083.42,0.0075023772899613,0.1190965473060993,0.133781,0.0364499999999999,0.0001446428571428,5083.899219945487,5082.940780054513,3289.280949027666,1580.1195824950096,197.5834126983542,41.596507936495605
2024-04-02,5042.0,0.0072860916653736,0.1156631194571955,0.151815,0.03635,0.000144246031746,5042.461612415936,5041.538387584064,3103.4063378044466,1533.759114213014,200.3240873015282,42.17349206347961
2024-04-03,5069.25,0.0081775704846367,0.129814906986305,0.142498,0.0364499999999999,0.0001446428571428,5069.770892309911,5068.729107690089,3220.93000433104,1563.2485129875195,203.0723015872414,42.75206349205081
2024-04-04,5070.76,0.0080440094960077,0.1276946920216716,0.136866,0.0364,0.0001444444444444,5071.2725374205775,5070.247462579423,3224.901652640619,1564.3497583982476,205.816746031685,43.32984126982841
2024-04-05,5014.75,0.0076803344111937,0.1219215290269825,0.161199,0.0364499999999999,0.0001446428571428,5015.23395991716,5014.26604008284,2974.5325240150714,1501.8659583847177,208.5649603173982,43.90841269839961
2024-04-08,5046.05,0.009121593759622,0.144800811891112,0.155231,0.03665,0.0001454365079365,5046.6283652131015,5045.471634786899,3109.7999832199957,1535.7919005669014,211.3282539681917,44.49015873014561
2024-04-09,4990.9,0.008821014495434,0.1400292639972868,0.163013,0.03665,0.0001454365079365,4991.453193803854,4990.346806196145,2863.2047208602553,1474.2521623579185,214.0915476189852,45.07190476189161
2024-04-10,5000.83,0.0097889118983161,0.1553941589331946,0.159059,0.037,0.0001468253968253,5001.445115075848,5000.214884924152,2904.064209213933,1484.577153493957,216.88123015866591,45.65920634919281
2024-04-11,4966.68,0.0090007628891673,0.1428826812875768,0.167012,0.0372499999999999,0.0001478174603174,4967.24172712988,4966.118272870121,2750.4371759690302,1446.2812582779693,219.68976190469652,46.25047619046241
2024-04-12,4955.01,0.0090559179781086,0.1437582411808459,0.1879479999999999,0.0368,0.0001460317460317,4955.573841331207,4954.446158668793,2696.0336669553863,1432.789904834082,222.46436507929883,46.834603174589205
2024-04-15,4984.48,0.008544999646845,0.1356476641121212,0.185184,0.03685,0.0001462301587301,4985.015194729251,4983.9448052707485,2823.735755449932,1464.825099576766,225.24273809517072,47.419523809509606
2024-04-16,4916.99,0.0083702272615934,0.1328732385076173,0.1962529999999999,0.0369499999999999,0.0001466269841269,4917.507149974514,4916.472850025486,2522.50320625978,1389.6269325173232,228.02865079358182,48.00603174601721
2024-04-17,4914.13,0.0102097554749554,0.1620748436010733,0.184714,0.037,0.0001468253968253,4914.760437192051,4913.49956280795,2506.5618732873822,1385.7517183218426,230.81833333326253,48.593333333318405
2024-04-18,4936.57,0.0093265975762312,0.1480551465905141,0.175161,0.0370999999999999,0.0001472222222222,4937.148533376645,4935.991466623354,2603.2524014586793,1410.0347670313336,233.61555555548432,49.18222222220721
2024-04-19,4918.09,0.008796961419511,0.139647433254336,0.181885,0.03715,0.0001474206349206,4918.633637076669,4917.546362923331,2518.8637462097504,1389.048168695292,236.41654761897573,49.77190476188961
2024-04-22,4936.85,0.0084808075846398,0.1346286467156837,0.171142,0.0370499999999999,0.0001470238095238,4937.37609850626,4936.323901493741,2599.1284060112853,1409.2246015028184,239.20999999992793,50.35999999998481
2024-04-23,5008.17,0.0081132640054962,0.1287940732773284,0.157948,0.0370499999999999,0.0001470238095238,5008.680569210958,5007.659430789042,2911.871219077976,1487.520572626634,242.00345238088013,50.94809523808001
2024-04-24,4989.88,0.0098239596373298,0.1559505245418658,0.1561759999999999,0.0371999999999999,0.000147619047619,4990.49596570286,4989.26403429714,2827.6986623615244,1466.5881477332352,244.80821428564113,51.53857142855601
2024-04-25,4939.01,0.0092274562160744,0.1464813262888212,0.163578,0.0372499999999999,0.0001478174603174,4939.582666510107,4938.437333489894,2600.0699391040025,1409.791830014093,247.61674603167174,52.12984126982561
2024-04-26,5006.85,0.0098778515678731,0.1568060324172112,0.152644,0.0371999999999999,0.000147619047619,5007.4714510618605,5006.22854893814,2897.1239875845636,1484.1660564199474,250.42150793643273,52.720317460301615
2024-04-29,4981.09,0.0107251249939963,0.1702560810851845,0.151077,0.037,0.0001468253968253,4981.761284435293,4980.418715564707,2780.170458292356,1455.0377931445146,253.21119047611344,53.30761904760281
2024-04-30,4921.22,0.0100608806198562,0.1597115285426946,0.155652,0.0370999999999999,0.0001472222222222,4921.84214071828,4920.597859281721,2512.7694716643814,1388.2979631541875,256.00841269833523,53.896507936491616
2024-05-02,4890.61,0.010846465029667,0.1721822944359472,0.154322,0.0370499999999999,0.0001470238095238,4891.276547455492,4889.943452544508,2374.3833193073388,1353.8116929220698,258.80186507928744,54.484603174586816
2024-05-03,4921.48,0.0102886323324351,0.1633269748956104,0.144388,0.037,0.0001468253968253,4922.116257937798,4920.843742062201,2508.27394252809,1387.3944677748766,261.59154761896815,55.071904761888014
2024-05-06,4956.96,0.0096860993142273,0.1537620597583128,0.14299,0.037,0.0001468253968253,4957.5633151019965,4956.356684898004,2662.5675741259943,1426.0779947219717,264.38123015864886,55.65920634918921
2024-05-07,5016.1,0.0093551556873298,0.1485084925497976,0.140852,0.037,0.0001468253968253,5016.689653776686,5015.510346223315,2921.4304729371447,1490.9038384723783,267.1709126983296,56.24650793649041
2024-05-08,5038.17,0.0099729150064067,0.158315117720019,0.137213,0.0370999999999999,0.0001472222222222,5038.801356693188,5037.538643306812,3016.070343627276,1514.6742228115777,269.9681349205514,56.83539682537921
2024-05-09,5054.41,0.0092667755089308,0.1471055007125695,0.134636,0.0370999999999999,0.0001472222222222,5054.998544078131,5053.821455921869,3085.2963885524814,1532.0911507095457,272.7653571427732,57.42428571426802
2024-05-10,5085.08,0.0086571218307507,0.1374275486025274,0.136018,0.0371999999999999,0.000147619047619,5085.633160597212,5084.526839402788,3218.309810495489,1565.4552204810118,275.5701190475342,58.01476190474402
2024-05-13,5078.96,0.0084652399008526,0.1343815173969435,0.13924,0.0371999999999999,0.000147619047619,5079.500249025617,5078.419750974383,3188.4917510867517,1558.1114199145418,278.3748809522952,58.60523809522002
2024-05-14,5080.29,0.0080372278391121,0.1275870365559343,0.1395539999999999,0.0371999999999999,0.000147619047619,5080.803067780102,5079.776932219898,3191.6901674856504,1559.0217382999806,281.1796428570562,59.19571428569601
2024-05-15,5100.9,0.0076758330760058,0.1218500725461323,0.130905,0.0370999999999999,0.0001472222222222,5101.391985515467,5100.408014484532,3280.149780591269,1581.247058243052,283.976865079278,59.78460317458482
2024-05-16,5072.45,0.0075514873580221,0.119876145467849,0.127936,0.0372499999999999,0.0001478174603174,5072.93131597134,5071.9686840286595,3151.546428052221,1549.2070832035279,286.7853968253086,60.37587301585442
2024-05-17,5064.14,0.0078542859664804,0.1246829243597507,0.121346,0.0373499999999999,0.0001482142857142,5064.639795552652,5063.640204447349,3111.891247558306,1539.404448794335,289.6014682538784,60.96873015871122
2024-05-20,5074.34,0.007615860007129,0.1208980295924763,0.12442,0.0373499999999999,0.0001482142857142,5074.825599811895,5073.8544001881055,3154.2553158220885,1550.106626574566,292.4175396824482,61.56158730156802
2024-05-21,5046.99,0.0073858406542876,0.1172465855663737,0.125421,0.0373999999999999,0.0001484126984126,5047.458395154686,5046.521604845314,3030.5351566895024,1519.2878963152289,295.2373809522876,62.155238095218415
2024-05-22,5025.17,0.0077125867521501,0.1224335190672045,0.127432,0.03745,0.0001486111111111,5025.657002070723,5024.682997929277,2931.1135033834585,1494.5439413220513,298.0609920633985,62.749682539662814
2024-05-23,5037.6,0.0077791690348437,0.1234904800375856,0.125152,0.0375,0.0001488095238095,5038.092421346373,5037.107578653628,2983.2433904326285,1507.6880202272012,300.888373015779,63.34492063490082
2024-05-24,5035.41,0.0075218536106322,0.1194057243117975,0.126094,0.0376,0.0001492063492063,5035.885926317932,5034.934073682068,2970.79447171803,1504.687695310456,303.7232936506987,63.94174603172602
2024-05-27,5059.2,0.0073175836447437,0.1161630391314327,0.128844,0.03745,0.0001486111111111,5059.665189139464,5058.734810860536,3073.2479335940166,1530.412519112786,306.54690476180957,64.53619047617042
2024-05-28,5030.35,0.0073635767799102,0.1168931575174334,0.133141,0.03745,0.0001486111111111,5030.815443577135,5029.884556422866,2942.8118742063602,1497.9149625992054,309.37051587292046,65.13063492061482
2024-05-29,4963.2,0.0077493021394967,0.1230163577724548,0.140762,0.0373999999999999,0.0001484126984126,4963.683286154988,4962.716713845011,2642.890568707426,1423.0459457482812,312.19035714275986,65.72428571426522
2024-05-30,4982.18,0.0098042726134574,0.155638002726538,0.1398049999999999,0.0373999999999999,0.0001484126984126,4982.793782716527,4981.566217283474,2723.447159620402,1443.2964030003347,315.01019841259927,66.31793650791562
2024-05-31,4983.67,0.0090981581507497,0.1444287831337141,0.141384,0.0375499999999999,0.0001490079365079,4984.239747798287,4983.100252201713,2727.4014585731734,1444.3967336909086,317.8413492062494,66.91396825394722
2024-06-03,5003.54,0.008463839686588,0.134359289684585,0.140593,0.0375,0.0001488095238095,5004.072138569244,5003.007861430756,2812.6307967925236,1465.8156753886033,320.6687301586299,67.50920634918522
2024-06-04,4953.37,0.0081140456543802,0.1288064815686862,0.147419,0.0373999999999999,0.0001484126984126,4953.875031156953,4952.864968843047,2588.0154319993144,1409.7731437141103,323.4885714284693,68.10285714283562
2024-06-05,5035.66,0.0091276769674209,0.1448973798211684,0.139334,0.0373499999999999,0.0001482142857142,5036.23755926442,5035.082440735579,2948.8693899627483,1500.0977939192544,326.3046428570391,68.69571428569242
2024-06-06,5069.09,0.011010724809694,0.1747898376061163,0.133388,0.03745,0.0001486111111111,5069.791335351515,5068.388664648485,3093.3681806542068,1536.3339499254523,329.12825396815,69.29015873013682
2024-06-07,5051.31,0.0102626951434184,0.1629152347845328,0.132861,0.03745,0.0001486111111111,5051.961396311637,5050.658603688364,3012.1197330446257,1516.1332963563905,331.95186507926087,69.88460317458123
2024-06-10,5016.48,0.009542616356985,0.1514843384248781,0.145074,0.0373999999999999,0.0001484126984126,5017.081514946316,5015.878485053683,2855.458056517864,1477.0791867485093,334.77170634910027,70.47825396823163
2024-06-11,4965.09,0.0094471193132391,0.1499683698527165,0.157607,0.0373999999999999,0.0001484126984126,4965.679394940783,4964.500605059217,2625.380009691558,1419.6709845657424,337.59154761893967,71.07190476188202
2024-06-12,5034.43,0.01003319456297,0.1592720260148655,0.147719,0.0372499999999999,0.0001478174603174,5035.064701307583,5033.795298692417,2929.080577413284,1495.706989591412,340.4000793649703,71.66317460315162
2024-06-13,4935.5,0.0108798244287492,0.1727118584790955,0.16751,0.0372499999999999,0.0001478174603174,4936.174734421595,4934.825265578405,2488.5009244809135,1385.6729394535573,343.2086111110009,72.25444444442121
2024-06-14,4839.14,0.0134760305602815,0.2139253531368684,0.198691,0.0371999999999999,0.000147619047619,4839.95942637183,4838.320573628171,2058.8299095748157,1278.3659000127473,346.0133730157619,72.8449206348972
2024-06-17,4880.42,0.014993410857223,0.2380130185969676,0.1991069999999999,0.0371099999999999,0.0001472619047619,4881.339469610666,4879.500530389334,2238.181976933099,1323.3143632808894,348.811349206238,73.43396825394481
2024-06-18,4915.47,0.0135243148892052,0.2146918430961917,0.1860399999999999,0.0356499999999999,0.0001414682539682,4916.305333854422,4914.634666145578,2390.9018284733697,1361.6004273564333,351.4992460316338,73.99984126981761
2024-06-19,4885.45,0.0122396847537454,0.1942989719054354,0.185209,0.0356999999999999,0.0001416666666666,4886.201371274223,4884.698628725777,2255.795002866162,1327.9299709546312,354.1909126982992,74.56650793648402
2024-06-21,4907.3,0.0114692018080545,0.1820679343231484,0.176045,0.03545,0.0001406746031746,4908.007221739197,4906.592778260803,2349.9659075689815,1351.5782030827172,356.8637301586166,75.12920634918241
2024-06-24,4950.98,0.0110397486100671,0.1752505761534517,0.173846,0.0354,0.0001404761904761,4951.666799808636,4950.293200191363,2540.595600012183,1399.3409833363744,359.5327777776625,75.69111111108681
2024-06-25,4935.97,0.0105839096571114,0.1680143571089508,0.180399,0.03525,0.0001398809523809,4936.626445170094,4935.313554829907,2471.678854634366,1382.216707706206,362.1905158728996,76.25063492061041
2024-06-26,4915.94,0.0097454809339184,0.1547047137472185,0.1898,0.03525,0.0001398809523809,4916.541990585919,4915.33800941408,2380.6638973097356,1359.5678790893342,364.8482539681367,76.810158730134
2024-06-27,4902.6,0.0092102006041178,0.1462074019410757,0.190602,0.03525,0.0001398809523809,4903.167381828156,4902.032618171845,2319.1528289824428,1344.2950227217966,367.5059920633738,77.3696825396576
2024-06-28,4894.02,0.0086875594160196,0.1379107302893129,0.182969,0.0353,0.0001400793650793,4894.554248640051,4893.48575135995,2278.6862264213523,1334.2834316053334,370.16749999988053,77.9299999999748
2024-07-01,4929.99,0.0082317077809789,0.130674309922954,0.158952,0.0354,0.0001404761904761,4930.499936276044,4929.480063723956,2435.229720054769,1373.5246621565448,372.83654761892643,78.4919047618792
2024-07-02,4906.33,0.0083449729413326,0.1324723386019764,0.158831,0.0353499999999999,0.0001402777777777,4906.844471836916,4905.815528163084,2327.8898257402616,1346.794896911251,375.5018253967027,79.05301587299
2024-07-03,4965.8,0.0082853572309565,0.1315259685386514,0.148321,0.0353499999999999,0.0001402777777777,4966.31698790554,4965.28301209446,2588.265251250714,1411.9939616221975,378.167103174479,79.6141269841008
2024-07-04,4987.48,0.0093321760324586,0.148143701837778,0.146177,0.0354,0.0001404761904761,4988.064849276719,4986.8951507232805,2681.1925155766603,1435.331134846541,380.8361507935249,80.17603174600521
2024-07-05,4979.39,0.0087844101916367,0.1394481886887119,0.144265,0.0353,0.0001400793650793,4979.939627738593,4978.8403722614075,2642.9025523672367,1425.863703567995,383.4976587300316,80.7363492063224
