Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,VIX,SOFR3M,Daily_STIR,CFD_Ask,CFD_Bid,Portfolio_Value_Upper,Portfolio_Value_Lower,Cumulative_Cost_Upper,Cumulative_Cost_Lower
2024-02-14,5000.62,0.0084966204800609,0.1348796686484375,0.1438,0.053525,0.0002124007936507,5001.153888078732,5000.086111921268,2631.531885600656,1414.9014981858775,177.80267857140737,37.432142857138416
2024-02-15,5029.73,0.0085776765654988,0.1361663941143402,0.1401,0.05355,0.0002125,5030.272118813434,5029.187881186565,2754.410864227209,1445.7806178425155,181.84017857140736,38.28214285713842
2024-02-16,5005.57,0.0083477817682726,0.1325169273473312,0.1424,0.05355,0.0002125,5006.095054997108,5005.044945002892,2645.0829808074195,1418.6080219875682,185.87767857140736,39.13214285713842
2024-02-20,4975.51,0.0081824699521341,0.1298926836216328,0.1542,0.053525,0.0002124007936507,4976.0215666392905,4974.99843336071,2510.0107466870018,1384.9992640527018,189.91329365077067,39.98174603174122
2024-02-21,4981.8,0.0081274872270843,0.1290198599203156,0.1534,0.05355,0.0002125,4982.308771511247,4981.291228488753,2533.4169182757933,1391.0101819498998,193.95079365077066,40.83174603174122
2024-02-22,5087.03,0.0077847876769985,0.1235796732166706,0.1454,0.05355,0.0002125,5087.5276125504115,5086.532387449588,2988.349358560962,1504.902667021192,197.98829365077066,41.68174603174122
2024-02-23,5088.8,0.0098038599133719,0.1556314513157844,0.1375,0.05355,0.0002125,5089.426891662945,5088.173108337055,2991.4672488586466,1505.841514595613,202.02579365077065,42.53174603174122
2024-02-26,5069.53,0.0093304911908316,0.148116955806117,0.1374,0.05355,0.0002125,5070.124363678625,5068.935636321375,2903.532712096059,1484.0172554049661,206.06329365077065,43.38174603174122
2024-02-27,5078.18,0.0090107799001735,0.143041696407592,0.1343,0.05355,0.0002125,5078.754977118928,5077.605022881073,2937.3034980452326,1492.6193268922596,210.10079365077064,44.231746031741224
2024-02-28,5069.76,0.0086013405088606,0.136542047569387,0.1384,0.053525,0.0002124007936507,5070.307940848889,5069.212059151111,2896.665111768817,1482.619030918394,214.13640873013395,45.08134920634402
2024-02-29,5096.27,0.00825675223217,0.1310718782603967,0.134,0.053525,0.0002124007936507,5096.798739630772,5095.741260369229,3008.3266822689493,1510.6937241386647,218.17202380949726,45.93095238094682
2024-03-01,5137.08,0.0080236383435248,0.127371310001334,0.1311,0.053525,0.0002124007936507,5137.597926210966,5136.562073789034,3182.3157723779073,1554.3502972611423,222.20763888886057,46.78055555554962
2024-03-04,5130.95,0.0080142130336616,0.1272216878457675,0.1349,0.05355,0.0002125,5131.466700501543,5130.433299498457,3151.5499163056006,1546.8182082430658,226.24513888886057,47.63055555554962
2024-03-05,5078.65,0.0077058411900597,0.1223264365887369,0.1446,0.053525,0.0002124007936507,5079.1417547975425,5078.158245202457,2919.5362099020244,1488.9740822374097,230.28075396822388,48.48015873015242
2024-03-06,5104.76,0.0081824909076724,0.1298930162804906,0.145,0.05355,0.0002125,5105.284857071586,5104.2351429284145,3029.223343023552,1516.5552405177916,234.31825396822387,49.33015873015242
2024-03-07,5157.36,0.0079516257850614,0.1262281460755286,0.1444,0.053525,0.0002124007936507,5157.875304111915,5156.844695888084,3254.624610041952,1573.0648578676296,238.35386904758718,50.17976190475522
2024-03-08,5123.69,0.0081847105616803,0.1299282521954993,0.1474,0.053525,0.0002124007936507,5124.2169463053215,5123.163053694678,3103.699114056135,1535.4927844664132,242.3894841269505,51.029365079358016
2024-03-11,5117.94,0.0081753725313792,0.129780015560029,0.1522,0.05355,0.0002125,5118.4657544238835,5117.414245576116,3074.5903382839892,1528.374965523377,246.4269841269505,51.87936507935802
2024-03-12,5175.27,0.0078516146424325,0.1246405184051398,0.1384,0.05355,0.0002125,5175.780589914454,5174.759410085547,3320.6423183925426,1590.047335550515,250.46448412695048,52.72936507935802
2024-03-13,5165.31,0.0082068691860477,0.1302800094523285,0.1375,0.05355,0.0002125,5165.842664914529,5164.777335085471,3273.0717329348686,1578.3140641860969,254.50198412695048,53.57936507935802
2024-03-18,5149.42,0.0076681762369893,0.121728523994933,0.1433,0.05355,0.0002125,5149.916170198079,5148.923829801921,3199.895101010166,1560.1792812049212,258.53948412695047,54.42936507935802
2024-03-19,5178.51,0.0073691292297609,0.1169812999262662,0.1382,0.053525,0.0002124007936507,5178.989514032179,5178.030485967822,3322.79727694597,1591.06412578411,262.5750992063138,55.27896825396082
2024-03-20,5224.62,0.0072496925173714,0.1150853008959033,0.1304,0.05325,0.0002113095238095,5225.0959426689815,5224.144057331018,3519.88948473991,1640.4956598754522,266.5899801586943,56.12420634919882
2024-03-21,5241.53,0.0074280756679737,0.1179170456233713,0.1292,0.0532999999999999,0.0002115079365079,5242.0192318324425,5241.040768167557,3589.559516589407,1658.0717987902076,270.6086309523444,56.97023809523042
2024-03-22,5234.18,0.0071826492611514,0.1140210221976518,0.1306,0.05325,0.0002113095238095,5234.65240411629,5233.70759588371,3553.563748325908,1649.2313388671898,274.6235119047249,57.815476190468424
2024-03-25,5218.19,0.0069532699419925,0.1103797383912771,0.1319,0.0532999999999999,0.0002115079365079,5218.645920782728,5217.734079217271,3479.8825808616816,1630.969677953514,278.64216269837505,58.66150793650002
2024-03-26,5203.58,0.0068194947895682,0.10825612368179,0.1324,0.05325,0.0002113095238095,5204.025897337757,5203.134102662243,3412.1953645436324,1614.206356016859,282.65704365075555,59.506746031738025
2024-03-27,5248.49,0.0066852198694682,0.1061245754064035,0.1278,0.05325,0.0002113095238095,5248.930890300722,5248.049109699277,3604.060482455263,1662.3311176376237,286.67192460313606,60.35198412697603
2024-03-28,5254.35,0.0069155959878186,0.1097816829093848,0.1301,0.053275,0.0002114087301587,5254.806592771273,5253.8934072287275,3625.531433693941,1667.8574119949121,290.68869047615135,61.19761904761083
2024-04-01,5243.77,0.0066745120681436,0.1059545943300455,0.1365,0.0533249999999999,0.0002116071428571,5244.209788265818,5243.330211734183,3575.443472903541,1655.494127154455,294.70922619043625,62.044047619039226
2024-04-02,5205.81,0.0065162411265639,0.1034421210229176,0.1461,0.0532999999999999,0.0002115079365079,5206.236251560715,5205.383748439286,3405.9355195930543,1613.2757697792144,298.7278769840864,62.890079365070825
2024-04-03,5211.49,0.0068086563377888,0.1080840685937589,0.1433,0.0532999999999999,0.0002115079365079,5211.935865396839,5211.04413460316,3426.602525298029,1618.601152157839,302.7465277777365,63.736111111102424
2024-04-04,5147.21,0.0065769390815957,0.1044056711875434,0.1635,0.05325,0.0002113095238095,5147.6353791612955,5146.7846208387045,3142.343816869346,1547.6949571935254,306.761408730117,64.58134920634042
2024-04-05,5204.34,0.0076174783113575,0.1209237193756819,0.1603,0.0533249999999999,0.0002116071428571,5204.838146594743,5203.841853405257,3387.1570538204996,1609.0569717884566,310.7819444444019,65.42777777776882
2024-04-08,5202.39,0.0079973216820473,0.1269535459516923,0.1519,0.053375,0.0002118055555555,5202.912790501793,5201.867209498208,3374.5210776500267,1606.056831912505,314.80624999995644,66.27499999999083
2024-04-09,5209.91,0.0076732696682976,0.1218093797103035,0.1498,0.0533499999999999,0.0002117063492063,5210.412332123151,5209.407667876849,3403.3835450754495,1613.4312285307653,318.8286706348761,67.12182539681602
2024-04-10,5160.64,0.0073692943404599,0.1169839209773562,0.158,0.053425,0.0002120039682539,5161.117870029557,5160.162129970444,3184.58948063602,1558.8917153970983,322.8567460317002,67.96984126983162
2024-04-11,5199.06,0.0078037538779694,0.1238807523231778,0.1491,0.0534,0.0002119047619047,5199.5698103420855,5198.550189657915,3347.978450125707,1599.8978863409486,326.8829365078895,68.81746031745043
2024-04-12,5123.41,0.0077715310638683,0.1233692310072538,0.1730999999999999,0.0534,0.0002119047619047,5123.910317797869,5122.909682202131,3014.0744862297006,1516.5808239383755,330.9091269840788,69.66507936506923
2024-04-15,5061.82,0.0089196154550192,0.1415945057058551,0.1923,0.0534,0.0002119047619047,5062.3873263125715,5061.252673687428,2741.1543212326987,1448.5097112605538,334.9353174602681,70.51269841268804
2024-04-16,5051.41,0.0094416389956457,0.1498813725079691,0.184,0.053425,0.0002120039682539,5052.009294174073,5050.810705825927,2691.587509725638,1436.277011359979,338.9633928570922,71.36071428570364
2024-04-17,5022.21,0.0090404650135819,0.1435129329739078,0.1821,0.0534,0.0002119047619047,5022.780513233936,5021.639486766064,2560.3419613275787,1403.6245528318927,342.9895833332815,72.20833333332244
2024-04-18,5011.12,0.0088744379040003,0.140877334316821,0.18,0.053425,0.0002120039682539,5011.678799180997,5010.561200819003,2508.0000865599513,1390.6980871161763,347.01765873010555,73.05634920633804
2024-04-19,4967.23,0.0085251142432755,0.13533199311673,0.1871,0.0534,0.0002119047619047,4967.762101669734,4966.697898330265,2312.680513126451,1342.0271223292295,351.04384920629485,73.90396825395685
2024-04-22,5010.6,0.0086982540094897,0.1380805016974827,0.1694,0.053425,0.0002120039682539,5011.1476485517815,5010.052351448219,2497.7266645352124,1388.4476631576104,355.07192460311893,74.75198412697245
2024-04-23,5070.55,0.0086736913682576,0.1376905818560238,0.1568999999999999,0.053425,0.0002120039682539,5071.102635985247,5069.997364014754,2755.1263338508434,1452.9565834627085,359.099999999943,75.59999999998804
2024-04-24,5071.63,0.0089956008556755,0.1428007365463033,0.1597,0.0534499999999999,0.0002121031746031,5072.203268170906,5071.056731829094,2755.71640990783,1453.2631798579075,363.1299603174019,76.44841269840045
2024-04-25,5048.42,0.0085849390074571,0.1362816818063364,0.1537,0.053425,0.0002120039682539,5048.964593971969,5047.875406028031,2650.59165500176,1427.1409941075804,367.158035714226,77.29642857141604
2024-04-26,5099.96,0.0083806204328869,0.1330382249870726,0.1503,0.053425,0.0002120039682539,5100.497060367596,5099.422939632404,2871.368861624414,1482.4942987394345,371.1861111110501,78.14444444443164
2024-04-29,5116.17,0.0085427583974306,0.1356120853806618,0.1467,0.0534499999999999,0.0002121031746031,5116.719190775182,5115.620809224818,2937.9798493256258,1499.3061230456897,375.216071428509,78.99285714284404
2024-04-30,5035.69,0.0081993269192889,0.1301602796793351,0.1565,0.0534499999999999,0.0002121031746031,5036.2088207991965,5035.171179200803,2583.098926773635,1410.7449697886443,379.2460317459679,79.84126984125645
2024-05-01,5018.39,0.0094564148332945,0.1501159316589577,0.1539,0.0534499999999999,0.0002121031746031,5018.986308457129,5017.793691542872,2503.283555582518,1390.9502043718173,383.2759920634268,80.68968253966885
2024-05-02,5064.2,0.0091084066300505,0.1445914726989939,0.1467999999999999,0.0534499999999999,0.0002121031746031,5064.779606621089,5063.62039337891,2699.109609896941,1440.0657953313755,387.30595238088574,81.53809523808125
2024-05-03,5127.79,0.009071678839754,0.1440084371030177,0.1349,0.0534499999999999,0.0002121031746031,5128.374518121527,5127.205481878473,2972.3822235898274,1508.5430261355493,391.33591269834466,82.38650793649366
2024-05-06,5180.74,0.0094056099144613,0.1493094285752888,0.1349,0.0534499999999999,0.0002121031746031,5181.352292315923,5180.127707684077,3199.15275100546,1565.3947353704098,395.3658730158036,83.23492063490606
2024-05-07,5187.7,0.0094466530392344,0.1499609679823613,0.1323,0.0534749999999999,0.0002122023809523,5188.315790327965,5187.084209672034,3225.4590865089394,1572.130471031994,399.39771825389727,84.08373015871526
2024-05-08,5187.67,0.0090006544198999,0.1428809593913377,0.13,0.0534749999999999,0.0002122023809523,5188.256714091577,5187.083285908423,3221.4232126214683,1571.2806543458403,403.42956349199096,84.93253968252445
2024-05-09,5214.08,0.0085914239282835,0.1363846267330079,0.1268999999999999,0.0534499999999999,0.0002121031746031,5214.6428892779895,5213.51711072201,3332.674489378905,1599.252550916152,407.4595238094499,85.78095238093685
2024-05-10,5222.68,0.0083199664222763,0.1320753724185063,0.1255,0.0534749999999999,0.0002122023809523,5223.226003168495,5222.133996831506,3366.2219690187435,1607.7985726118256,411.49136904754357,86.62976190474605
2024-05-13,5221.42,0.0079647785648693,0.1264369399820528,0.136,0.0534749999999999,0.0002122023809523,5221.942567695301,5220.8974323047,3356.797310240481,1605.6015597029743,415.52321428563727,87.47857142855524
2024-05-14,5246.68,0.0076414544581388,0.121304328906368,0.1341999999999999,0.0534749999999999,0.0002122023809523,5247.183779955063,5246.1762200449375,3463.009440022998,1632.313743934318,419.55505952373096,88.32738095236444
2024-05-15,5308.15,0.0074460345179647,0.1182021335288241,0.1245,0.0534749999999999,0.0002122023809523,5308.646647832908,5307.653352167092,3727.087105717876,1698.4923121437516,423.58690476182466,89.17619047617363
2024-05-16,5297.1,0.0079352301212117,0.1259678729807707,0.1242,0.0534749999999999,0.0002122023809523,5297.628175103554,5296.571824896447,3674.727325288864,1685.5615188222127,427.61874999991835,90.02499999998282
2024-05-17,5303.27,0.0076621865186853,0.121633440164599,0.1199,0.0534999999999999,0.0002123015873015,5303.780595205346,5302.759404794655,3697.678409858822,1691.4585161551784,431.6524801586468,90.87420634918882
2024-05-20,5308.13,0.0073572952372651,0.1167934411193015,0.1215,0.0534999999999999,0.0002123015873015,5308.6207271256935,5307.639272874307,3714.9263985944162,1695.929739529553,435.6862103173753,91.72341269839482
2024-05-21,5321.41,0.0070773649953067,0.1123496862912925,0.1186,0.0534749999999999,0.0002122023809523,5321.883237011468,5320.936762988532,3768.8865814176993,1709.578937021088,439.718055555469,92.57222222220402
2024-05-22,5307.01,0.0068420811677349,0.1086146713196709,0.1229,0.0534999999999999,0.0002123015873015,5307.4662664871985,5306.553733512802,3702.1266494119136,1693.0481802101178,443.75178571419747,93.42142857141002
2024-05-23,5267.84,0.0067004800377166,0.1063668230673052,0.1277,0.0534999999999999,0.0002123015873015,5268.283525885878,5267.396474114123,3527.323182532299,1649.5065396806904,447.78551587292594,94.27063492061602
2024-05-24,5304.72,0.0069809430692789,0.1108190356680725,0.1193,0.0534999999999999,0.0002123015873015,5305.185325627804,5304.254674372197,3684.032702813854,1688.8431459415551,451.8192460316544,95.11984126982202
2024-05-28,5306.04,0.0070092442167258,0.1112683024558463,0.1292,0.053525,0.0002124007936507,5306.507328337324,5305.572671662676,3685.745039806478,1689.430530784949,455.8548611110177,95.96944444442482
2024-05-29,5266.95,0.0067616997163042,0.1073386553366219,0.1427999999999999,0.0534999999999999,0.0002123015873015,5267.397502574962,5266.502497425037,3511.321362275034,1645.983837592564,459.8885912697462,96.81865079363082
2024-05-30,5235.48,0.007031079426144,0.1116149256595195,0.1447,0.0534999999999999,0.0002123015873015,5235.942550236912,5235.017449763087,3369.977376433366,1610.8070673226234,463.9223214284747,97.66785714283682
2024-05-31,5277.51,0.0071133444891927,0.112920843050015,0.1292,0.0534999999999999,0.0002123015873015,5277.9817189108435,5277.038281089157,3549.2017805910496,1655.7723945525204,467.95605158720315,98.51706349204282
2024-06-03,5283.4,0.0072201507292599,0.1146163395481411,0.1311,0.0534999999999999,0.0002123015873015,5283.879336073523,5282.920663926477,3570.8218623651965,1661.3366411865334,471.9897817459316,99.36626984124882
2024-06-04,5291.34,0.0069525232958674,0.1103678857514911,0.1316,0.053525,0.0002124007936507,5291.802262366898,5290.877737633103,3601.488047228325,1669.1624879975534,476.02539682529493,100.21587301585163
2024-06-05,5354.03,0.006710995769252,0.1065337551302856,0.1263,0.053525,0.0002124007936507,5354.481490110612,5353.5785098893875,3870.8983917189303,1736.6743747154428,480.06101190465824,101.06547619045443
2024-06-06,5352.96,0.0073548729658911,0.11675498875332,0.1258,0.053525,0.0002124007936507,5353.454708651705,5352.465291348295,3862.0078904678962,1734.6110499979222,484.09662698402155,101.91507936505724
2024-06-07,5346.99,0.0070824352058944,0.1124301733891507,0.1222,0.05355,0.0002125,5347.465852516847,5346.514147483153,3832.016703038158,1727.2726281404875,488.1341269840216,102.76507936505723
2024-06-10,5360.79,0.0068534967884451,0.1087958886804347,0.1274,0.05355,0.0002125,5361.25165915263,5360.32834084737,3888.2246390070086,1741.4839871327003,492.1716269840216,103.61507936505723
2024-06-11,5375.32,0.0066405373058802,0.1054152616992353,0.1285,0.053525,0.0002124007936507,5375.768526430005,5374.871473569994,3947.6134561856197,1756.490492022591,496.2072420633849,104.46468253966003
2024-06-12,5421.03,0.006450966461695,0.1024059178419796,0.1204,0.053525,0.0002124007936507,5421.4694274093345,5420.590572590665,4142.964586317016,1805.4875751506784,500.2428571427482,105.31428571426284
2024-06-13,5433.74,0.0067024982150918,0.1063988606399241,0.1193999999999999,0.053525,0.0002124007936507,5434.197631636296,5433.282368363703,4194.279490042096,1818.4756016771862,504.27847222211153,106.16388888886564
2024-06-14,5431.6,0.0064975485680575,0.1031453858558654,0.1266,0.053525,0.0002124007936507,5432.043463467642,5431.156536532359,4180.972854780868,1815.3082434571172,508.31408730147484,107.01349206346845
2024-06-17,5473.23,0.0063050255788753,0.1000891781496319,0.1275,0.05355,0.0002125,5473.663621836218,5472.796378163781,4358.531945086093,1859.8573910334237,512.3515873014749,107.86349206346844
2024-06-18,5487.03,0.0064870027790106,0.1029779766446817,0.123,0.053525,0.0002124007936507,5487.477261953349,5486.582738046651,4414.620380660195,1874.038800522187,516.3872023808382,108.71309523807125
2024-06-20,5473.17,0.0063066403262238,0.1001148114691167,0.1328,0.053575,0.0002125992063492,5473.603728134405,5472.736271865595,4350.194813954496,1858.0918582505242,520.426587301473,109.56349206346805
2024-06-24,5447.87,0.0062110140147513,0.0985967908354142,0.1333,0.05355,0.0002125,5448.295177101951,5447.444822898049,4235.858121728003,1829.667060193901,524.464087301473,110.41349206346804
2024-06-25,5469.3,0.0062749952993044,0.0996124622403534,0.1284,0.053525,0.0002124007936507,5469.731246667253,5468.8687533327475,4325.25496377263,1852.1755713002956,528.4997023808363,111.26309523807085
2024-06-26,5477.9,0.0061700054833097,0.0979458005804554,0.1255,0.05355,0.0002125,5478.324698068548,5477.475301931451,4358.75170546488,1860.709131723358,532.5372023808363,112.11309523807084
2024-06-27,5482.87,0.0060009197421308,0.0952616476520159,0.1224,0.0534999999999999,0.0002123015873015,5483.2834342576925,5482.456565742307,4376.441893746313,1865.2909049841926,536.5709325395649,112.96230158727684
2024-06-28,5460.48,0.0058433230231304,0.0927598772965276,0.1244,0.0534749999999999,0.0002122023809523,5460.880932688958,5460.079067311041,4274.8189613314635,1840.0443236661945,540.6027777776586,113.81111111108603
2024-07-01,5475.09,0.0059088145028164,0.0937995223059849,0.1222,0.0534999999999999,0.0002123015873015,5475.496511040825,5474.6834889591755,4334.476952148919,1855.1180475610345,544.6365079363871,114.66031746029203
2024-07-02,5509.01,0.0057897541226812,0.0919094973649527,0.1202999999999999,0.0534999999999999,0.0002123015873015,5509.410787764265,5508.609212235736,4478.397571221261,1891.2574285195963,548.6702380951157,115.50952380949803
2024-07-03,5537.02,0.0059009554849159,0.093674764264501,0.1209,0.0534749999999999,0.0002122023809523,5537.430562386734,5536.609437613267,4596.47823307062,1920.9367457676503,552.7020833332094,116.35833333330723
