Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,VIX,SOFR3M,Daily_STIR,Theoretical_Spread
2023-04-11,4108.94,0.008472194646918856,0.13449192056807982,0.191,0.0491249999999999,0.00019494047619047578,0.8748544458230754
2023-04-12,4091.95,0.008105116741008023,0.12866473946312124,0.1909,0.0491249999999999,0.00019494047619047578,0.8334886958707557
2023-04-13,4146.22,0.007920075455882702,0.12572730012679287,0.178,0.0490749999999999,0.00019474206349206312,0.8252619191257509
2023-04-14,4137.64,0.008539277853788501,0.13555683346323452,0.1707,0.0492249999999999,0.00019533730158730118,0.8879406111298067
2023-04-17,4151.32,0.008213352060518007,0.13038292189410344,0.1694999999999999,0.049325,0.000195734126984127,0.856873599075243
2023-04-18,4154.87,0.00790147480067607,0.12543202387939523,0.1682999999999999,0.04935,0.00019583333333333331,0.8250414172607634
2023-04-19,4154.52,0.007575974374654315,0.12026486480600038,0.1646,0.049375,0.00019593253968253969,0.7909873715664162
2023-04-20,4129.79,0.007283111813713113,0.11561581577856886,0.1717,0.049325,0.000195734126984127,0.7558840670847076
2023-04-21,4133.52,0.007331008106325588,0.1163761458524164,0.1677,0.04935,0.00019583333333333331,0.7615422113424302
2023-04-24,4137.04,0.0070533027782371015,0.11196771043713799,0.1689,0.049375,0.00019593253968253969,0.7333183207013008
2023-04-25,4071.63,0.006799503450202639,0.10793877100777105,0.1876,0.04915,0.00019503968253968253,0.6957542007301072
2023-04-26,4055.99,0.00843921424336332,0.13396837289240082,0.1884,0.0491249999999999,0.00019494047619047578,0.8602188796613746
2023-04-27,4135.35,0.008204127492440736,0.1302364864155968,0.1703,0.0493,0.00019563492063492062,0.8526185657171936
2023-04-28,4169.48,0.009804109366069656,0.15563541125459654,0.1578,0.0492749999999999,0.0001955357142857139,1.0273064266243637
2023-05-01,4167.87,0.00961845605344462,0.1526882562829095,0.1607999999999999,0.049375,0.00019593253968253969,1.0074639319566359
2023-05-02,4119.58,0.009165830925317415,0.1455030551259295,0.1778,0.0492749999999999,0.0001955357142857139,0.9489313527856211
2023-05-03,4090.75,0.00958881767926151,0.15221776167879278,0.1834,0.049375,0.00019593253968253969,0.9857754085433044
2023-05-04,4061.22,0.009461366687611194,0.15019453990926096,0.2009,0.0493,0.00019563492063492062,0.9656514113089543
2023-05-05,4136.25,0.009366645241506847,0.1486908835679619,0.1719,0.04935,0.00019583333333333331,0.9736454731792037
2023-05-08,4138.12,0.010499310704799156,0.16667139037498116,0.1698,0.0493999999999999,0.00019603174603174565,1.091877174900901
2023-05-09,4119.17,0.00997370476152156,0.1583276546938009,0.1771,0.0493999999999999,0.00019603174603174565,1.0324669924455065
2023-05-10,4137.64,0.00963943804224695,0.15302133502920454,0.1694,0.0493999999999999,0.00019603174603174565,1.002338458778695
2023-05-11,4130.62,0.009249722388116917,0.146834790812063,0.1693,0.0494249999999999,0.000196130952380952,0.9601828610248049
2023-05-12,4124.08,0.008853171405793007,0.14053973912373835,0.1703,0.0494249999999999,0.000196130952380952,0.9175632217306884
2023-05-15,4136.28,0.008485604757760388,0.13470479947812286,0.1712,0.0494249999999999,0.000196130952380952,0.8820695113995498
2023-05-16,4109.9,0.008140885214020403,0.12923254636932494,0.1798999999999999,0.0494249999999999,0.000196130952380952,0.8408393117333617
2023-05-17,4158.77,0.008123154530979953,0.1289510805019229,0.1687,0.0494499999999999,0.0001962301587301583,0.848984462207909
2023-05-18,4198.05,0.00852186402603432,0.13528039751756682,0.1605,0.049475,0.00019632936507936506,0.8990674726380803
2023-05-19,4191.98,0.008586265828295952,0.13630274443417864,0.1681,0.0494499999999999,0.0001962301587301583,0.9045521350485615
2023-05-22,4192.63,0.00823681255579936,0.13075534571099662,0.1721,0.0495,0.00019642857142857144,0.8678723093335066
2023-05-23,4145.58,0.007886817210084563,0.12519934184224807,0.1853,0.049525,0.00019652777777777778,0.8216696250556197
2023-05-24,4115.24,0.008476239754768659,0.1345561346644619,0.2003,0.0495499999999999,0.00019662698412698372,0.8766141674404935
2023-05-25,4151.28,0.008505708569832947,0.13502393760101306,0.1914,0.0495749999999999,0.00019672619047619006,0.8873656379798831
2023-05-26,4205.45,0.008506424906634578,0.13503530909520556,0.1795,0.0495499999999999,0.00019662698412698372,0.8990205676323058
2023-05-30,4205.52,0.00899324911986988,0.14276340389775727,0.1746,0.049525,0.00019652777777777778,0.9504873873863744
2023-05-31,4179.83,0.008584384068873675,0.13627287242942707,0.1794,0.0495,0.00019642857142857144,0.9017327242368083
2023-06-01,4221.02,0.008492914425439618,0.13482083685519747,0.1565,0.0495,0.00019642857142857144,0.9009158757287423
2023-06-02,4282.37,0.008602484441039239,0.13656020692975385,0.146,0.049525,0.00019652777777777778,0.9258020844274597
2023-06-05,4273.79,0.009278914474369291,0.14729820081491257,0.1473,0.0495,0.00019642857142857144,0.9965987920904809
2023-06-06,4283.85,0.008889261357232888,0.1411126493417683,0.1396,0.0495,0.00019642857142857144,0.9569956683492364
2023-06-07,4267.52,0.008498529264031584,0.13490996965459412,0.1394,0.0495,0.00019642857142857144,0.9114428044492797
2023-06-08,4293.93,0.008256179835859847,0.13106279175066737,0.1365,0.049475,0.00019632936507936506,0.8909312924376991
2023-06-09,4298.86,0.00808085282413903,0.12827956172391505,0.1383,0.0495,0.00019642857142857144,0.8730128365032215
2023-06-12,4338.93,0.0077413711573927025,0.1228904573346561,0.1501,0.0495,0.00019642857142857144,0.8441326730394394
2023-06-13,4369.01,0.007895851582267096,0.12534275805452755,0.1461,0.049475,0.00019632936507936506,0.8669462444609053
2023-06-14,4372.59,0.007811782339991811,0.1240082002067073,0.1388,0.0494499999999999,0.0001962301587301583,0.8584184768374143
2023-06-15,4425.84,0.0074936660832776525,0.11895826118707263,0.145,0.0494249999999999,0.000196130952380952,0.83348974219507
2023-06-20,4388.71,0.008037657479723305,0.12759385688919628,0.1388,0.0494499999999999,0.0001962301587301583,0.8864954574360127
2023-06-21,4365.69,0.008237262300929762,0.1307624851936071,0.132,0.0523,0.00020753968253968253,0.9037450846526554
2023-06-22,4381.89,0.008115418192627658,0.12882826993789234,0.1291,0.0522499999999999,0.00020734126984126944,0.8936810516083824
2023-06-23,4348.33,0.007825745465356629,0.12422985795015046,0.1344,0.052175,0.00020704365079365078,0.855181760967298
2023-06-26,4328.82,0.007974128334985777,0.12658536298131554,0.1425,0.052175,0.00020704365079365078,0.8674869329890953
2023-06-27,4378.41,0.00782543852229753,0.12422498538014427,0.1374,0.052125,0.0002068452380952381,0.8610637888104975
2023-06-28,4376.86,0.008216826883905846,0.13043808300530801,0.1343,0.0520999999999999,0.00020674603174603137,0.903809600944669
2023-06-29,4396.44,0.007874399374933581,0.1250022148204603,0.1354,0.0522249999999999,0.00020724206349206312,0.8700191208361048
2023-06-30,4450.38,0.007638503176019778,0.1212574787551522,0.1359,0.0521999999999999,0.00020714285714285675,0.8543102266723963
2023-07-03,4455.59,0.008169214620724648,0.12968226175890157,0.1357,0.0522499999999999,0.00020734126984126944,0.9147358361735769
2023-07-05,4446.82,0.007822655004436985,0.12418079840397081,0.1418,0.0521999999999999,0.00020714285714285675,0.8742063250913361
2023-07-06,4411.59,0.007555350859854684,0.11993747665808108,0.1543999999999999,0.0522499999999999,0.00020734126984126944,0.8376450808484606
2023-07-07,4398.95,0.007770855542018695,0.12335850743033701,0.1483,0.0522499999999999,0.00020734126984126944,0.8590690783835271
2023-07-10,4409.53,0.007546860644979742,0.1198026986752615,0.1507,0.052275,0.0002074404761904762,0.8363130929606086
2023-07-11,4439.26,0.007268061096673333,0.1153768930525261,0.1484,0.0523,0.00020753968253968253,0.8108480311079802
2023-07-12,4472.16,0.007240158477103653,0.1149339526986744,0.1354,0.0523,0.00020753968253968253,0.8137213784943924
2023-07-13,4510.04,0.007272652526067429,0.11544977973456065,0.1361,0.052275,0.0002074404761904762,0.8242966710129167
