Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,VSTOXX,EURIBOR3M,Daily_STIR,Theoretical_Spread
2023-12-06,4483.26,0.008119622002894056,0.12889500335703508,0.140777,0.0395,0.00015674603174603175,0.9148285600249437
2023-12-07,4473.77,0.008191465988662841,0.1300354912742743,0.142078,0.0395499999999999,0.00015694444444444404,0.9209695195233962
2023-12-08,4523.31,0.007892951467580775,0.1252967201611261,0.137018,0.0395499999999999,0.00015694444444444404,0.8972341218827751
2023-12-11,4540.19,0.008842659695529075,0.14037287089646439,0.137103,0.0395499999999999,0.00015694444444444404,1.0089435436846088
2023-12-12,4536.61,0.00837344867882626,0.13292437692081985,0.13205,0.0395,0.00015674603174603175,0.9546534928908841
2023-12-13,4530.19,0.007951082215240171,0.1262195171721242,0.134963,0.0394499999999999,0.00015654761904761866,0.9052168954185618
2023-12-14,4539.16,0.007672410705281424,0.12179574409514597,0.124532,0.03935,0.00015615079365079366,0.8752202302373462
2023-12-15,4549.44,0.0074255843026748165,0.11787749642533524,0.121242,0.0393,0.00015595238095238097,0.8489822529895719
2023-12-18,4521.13,0.007258296131366993,0.1152218790339556,0.129116,0.03938,0.00015626984126984126,0.8246919100320156
2023-12-19,4535.4,0.007771077376137393,0.12336202893779932,0.128278,0.0370499999999999,0.00014702380952380913,0.8857411093631526
2023-12-20,4533.82,0.007552681969524877,0.11989510933754603,0.127353,0.03685,0.00014623015873015872,0.8605487140775949
2023-12-21,4524.86,0.007337016629276363,0.11647152819726385,0.135946,0.0368,0.00014603174603174603,0.8343238472566554
2023-12-22,4521.47,0.007269904735527963,0.11540615991202671,0.135645,0.03655,0.00014503968253968253,0.8260729155749686
2023-12-27,4528.38,0.007149204117291675,0.11349009699835691,0.134324,0.03625,0.00014384920634920634,0.8135993203102316
2023-12-28,4514.38,0.007038159850047334,0.11172732390446939,0.135156,0.0360999999999999,0.00014325396825396787,0.798485924477518
2023-12-29,4521.44,0.007164386491272103,0.11373110971353965,0.135747,0.0362,0.00014365079365079365,0.8140775772440065
2024-01-02,4512.81,0.007049729298071633,0.11191098319814087,0.144914,0.0364,0.00014444444444444446,0.7995203442624188
2024-01-03,4448.13,0.007062897017942152,0.11212001427080782,0.154904,0.0364,0.00014444444444444446,0.7895331567788162
2024-01-04,4474.01,0.009740567775363753,0.15462671977309292,0.143099,0.0368,0.00014603174603174603,1.0951940595302858
2024-01-05,4463.51,0.009225092678870547,0.14644380629888465,0.141189,0.0368999999999999,0.00014642857142857103,1.0348016923103387
2024-01-08,4485.48,0.008670548970892027,0.1376406978443239,0.140017,0.037,0.00014682539682539682,0.9773844622161505
2024-01-09,4467.17,0.00834753175013938,0.13251295843250738,0.136966,0.0370999999999999,0.00014722222222222182,0.9371314030399844
2024-01-10,4468.98,0.008195708612612844,0.13010284084154272,0.1339199999999999,0.03745,0.0001486111111111111,0.9204598852804793
2024-01-11,4442.28,0.007790609217591704,0.12367208730861082,0.139196,0.03745,0.0001486111111111111,0.8697357580813332
2024-01-12,4480.02,0.008081337370377936,0.12828725365699617,0.134234,0.0370999999999999,0.00014722222222222182,0.9098569990683245
2024-01-15,4454.68,0.008435330734909038,0.13390672410689414,0.141101,0.0375499999999999,0.00014900793650793613,0.9443403748500714
2024-01-16,4446.51,0.008472540474719292,0.13449741041421825,0.141507,0.0376,0.0001492063492063492,0.946766438712757
2024-01-17,4403.08,0.008078662464858378,0.1282447908482841,0.15082,0.0379999999999999,0.0001507936507936504,0.8939351216351952
2024-01-18,4453.05,0.009043669901154268,0.1435638089868857,0.145083,0.0381999999999999,0.0001515873015873012,1.0120737820789145
2024-01-19,4448.83,0.00964182238972682,0.15305918537202995,0.14172,0.0382999999999999,0.00015198412698412658,1.0779901926380262
2024-01-22,4480.32,0.008906170592719077,0.1413810751335084,0.138453,0.0383499999999999,0.00015218253968253927,1.0027899058279672
2024-01-23,4465.91,0.008777180423767994,0.13933341968180776,0.135791,0.0383499999999999,0.00015218253968253927,0.9850877313681394
2024-01-24,4564.11,0.008412953252281993,0.13355149258290117,0.134592,0.0384,0.00015238095238095237,0.9649715743062188
2024-01-25,4582.26,0.012293705210800159,0.19515652007589668,0.135755,0.03795,0.00015059523809523808,1.4157035033874763
2024-01-26,4635.47,0.01102150650252529,0.1749609916737792,0.136074,0.03795,0.00015059523809523808,1.283939481588277
2024-01-29,4639.36,0.011038657502867297,0.1752332553636248,0.140569,0.0376,0.0001492063492063492,1.2870165983922561
2024-01-30,4662.7,0.009947040931671723,0.15790437951710165,0.141062,0.0379,0.00015039682539682542,1.1655777122982727
2024-01-31,4648.4,0.00930042815115688,0.14763971984631205,0.148188,0.03745,0.0001486111111111111,1.0864664396044645
2024-02-01,4638.6,0.008784286366040974,0.1394462230183183,0.148059,0.0378,0.00015000000000000001,1.0240079322111342
2024-02-02,4654.55,0.008326662256507265,0.13218166549167684,0.140448,0.0384,0.00015238095238095237,0.9739991928058771
2024-02-05,4655.27,0.007974090618769664,0.12658476425494614,0.141586,0.03855,0.0001529761904761905,0.9329019857809726
2024-02-06,4690.87,0.007631207364502851,0.12114166133783506,0.136148,0.0384499999999999,0.00015257936507936468,0.8996149343627167
2024-02-07,4678.85,0.007985024531489665,0.1267583347384302,0.136403,0.0384999999999999,0.0001527777777777774,0.938912998706428
2024-02-08,4710.78,0.00777940394775699,0.12349420916447465,0.137628,0.0385999999999999,0.00015317460317460277,0.9209777510554886
2024-02-09,4715.87,0.007953513343887093,0.12625811014295396,0.139901,0.0387,0.00015357142857142856,0.9426073426470793
2024-02-12,4746.35,0.007612181872244295,0.12083964101131472,0.143637,0.0385999999999999,0.00015317460317460277,0.9079855237775973
2024-02-13,4689.28,0.0077858048811943305,0.12359582083267794,0.150271,0.0387,0.00015357142857142856,0.9175287370237584
2024-02-14,4709.22,0.009447092967655652,0.1499679516295441,0.144442,0.0387,0.00015357142857142856,1.1180392582423337
2024-02-15,4743.17,0.008860997644636022,0.14066397681381604,0.143226,0.0387,0.00015357142857142856,1.0562366379235755
