Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,NIFVIX,IN003M,Daily_STIR,Theoretical_Spread
2020-07-08,8785.0,0.009793710490882608,0.15547033422863818,0.261,0.047,0.0001865079365079365,2.1622154585961653
2020-07-09,8851.5,0.009672814746983501,0.15355117379109903,0.249125,0.0469,0.0001861111111111111,2.151689949635511
2020-07-10,8813.95,0.00941611300220761,0.14947615992433874,0.249425,0.0468,0.00018571428571428572,2.0857017644616462
2020-07-13,8834.2,0.009102929607290432,0.14450452765810404,0.252525,0.0468,0.00018571428571428572,2.0209631728212116
2020-07-14,8693.35,0.008668966724331723,0.1376155804588558,0.266375,0.0469,0.0001861111111111111,1.8939326355020967
2020-07-15,8689.85,0.009868867447357729,0.15666341392541624,0.2629,0.0468,0.00018571428571428572,2.1552096816194535
2020-07-16,8766.6,0.009379509386878563,0.14889509554485958,0.253625,0.0467,0.0001853174603174603,2.0664327649747065
2020-07-17,8895.3,0.00924861984387038,0.14681728846474829,0.241575,0.0468,0.00018571428571428572,2.0675094572115995
2020-07-20,8985.1,0.009783997505099083,0.15531614535941152,0.247125,0.0464,0.00018412698412698412,2.209271974166768
2020-07-21,9070.6,0.009719129607169509,0.15428639940345246,0.244275,0.0465,0.00018452380952380953,2.2155080351808465
2020-07-22,9046.6,0.009609614967154173,0.15254790838904442,0.24885,0.0464,0.00018412698412698412,2.1847478549975676
2020-07-23,9114.05,0.009201781540458993,0.14607375344879597,0.2464,0.0463,0.00018373015873015874,2.1076247982991845
2020-07-24,9085.95,0.008982940353333033,0.14259975730227534,0.24535,0.0463,0.00018373015873015874,2.0511567489838853
2020-07-27,9024.9,0.008646386910905518,0.13725713703299994,0.250175,0.0464,0.00018412698412698412,1.9610428625496752
2020-07-28,9141.75,0.008594862354004187,0.13643921004915763,0.236425,0.0463,0.00018373015873015874,1.974596177240528
2020-07-29,9096.1,0.009006501105075023,0.14297377264114158,0.241125,0.0462,0.00018333333333333334,2.0588339519781584
2020-07-30,9031.7,0.008779215980391556,0.139365733141441,0.247275,0.0461,0.00018293650793650796,1.9926693613069801
2020-07-31,9035.75,0.008745586280630421,0.1388318782080386,0.241925,0.046,0.00018253968253968252,1.9859263726357312
2020-08-03,8932.05,0.008331045237584316,0.1322512431592627,0.25185,0.046,0.00018253968253968252,1.8700821506799912
2020-08-04,9074.95,0.008883305181011615,0.14101809797549011,0.23815,0.046,0.00018253968253968252,2.025950450902201
2020-08-05,9088.75,0.009673987402398682,0.15356978911871189,0.235675,0.0458,0.00018174603174603174,2.2096302734107667
2020-08-06,9169.1,0.00918958573402725,0.14588015102365834,0.2315,0.0457,0.00018134920634920633,2.1175448219692043
2020-08-07,9198.65,0.009080006245156445,0.14414063056558402,0.225775,0.0457,0.00018134920634920633,2.0990376034405926
2020-08-10,9268.55,0.00866635313375998,0.13757409099476514,0.2251,0.0456,0.00018095238095238095,2.0186368103099994
2020-08-11,9291.0,0.008512248933514445,0.13512776265572404,0.2136,0.0454,0.00018015873015873017,1.9875442058073531
2020-08-12,9284.8,0.008125763980512592,0.1289925042290557,0.20845,0.0453,0.00017976190476190476,1.8960370278714436
2020-08-13,9307.85,0.00777526508825193,0.12342850680670371,0.205675,0.0452,0.00017936507936507936,1.818756990705424
2020-08-14,9214.4,0.007448633059562927,0.11824338409786601,0.216725,0.0452,0.00017936507936507936,1.7248597104244254
2020-08-17,9267.9,0.00795130734427169,0.126223090984706,0.213075,0.0449,0.0001781746031746032,1.8519529538539246
2020-08-18,9382.05,0.007744930267893601,0.12294695646229996,0.2043,0.0445,0.00017658730158730157,1.8261033026878977
2020-08-19,9412.55,0.008213299958614901,0.13038209480203275,0.199575,0.0442,0.0001753968253968254,1.9428309469985834
2020-08-20,9368.75,0.00786946470962361,0.12492387943717916,0.206175,0.0441,0.000175,1.852835694154237
2020-08-21,9423.55,0.007732318514681201,0.12274675108672077,0.199375,0.0437,0.00017341269841269843,1.8311939709110447
2020-08-24,9498.35,0.007550010703232282,0.119852704299771,0.1923,0.0434,0.00017222222222222224,1.8022117931186585
2020-08-25,9509.25,0.00754848333303578,0.11982845804957176,0.19315,0.0434,0.00017222222222222224,1.8039149474270744
2020-08-26,9567.15,0.00722572231119214,0.11470478566935162,0.193025,0.0433,0.00017182539682539683,1.7372966467955848
2020-08-27,9580.7,0.007111220436923075,0.11288712476555122,0.18895,0.0429,0.00017023809523809523,1.7121882864025793
2020-08-28,9641.05,0.006825281312337909,0.10834798188301603,0.183475,0.0429,0.00017023809523809523,1.6536937031319212
2020-08-31,9372.05,0.006770065507207805,0.10747145815012928,0.22835,0.0427,0.00016944444444444445,1.5945482078059285
2020-09-01,9442.25,0.011327948273565192,0.17982560397874184,0.218,0.0427,0.00016944444444444445,2.6880453114849843
2020-09-02,9518.4,0.010915536897625441,0.17327877634719854,0.21105,0.0426,0.00016904761904761904,2.6110723238875835
2020-09-03,9534.65,0.010575628716015075,0.16788290124437533,0.205025,0.0423,0.00016785714285714285,2.5340828559833426
2020-09-04,9377.95,0.010026849777691764,0.15917130567105411,0.221525,0.0423,0.00016785714285714285,2.363101121775344
2020-09-07,9379.1,0.011021140078047685,0.174955174865527,0.220075,0.0422,0.00016746031746031747,2.597751055572189
2020-09-08,9329.85,0.010442049147776009,0.1657623913375756,0.227225,0.0417,0.00016547619047619047,2.4483317009780876
2020-09-09,9290.2,0.01009761989933908,0.16029474652384962,0.2223,0.0415,0.00016468253968253969,2.357512247991963
2020-09-10,9420.25,0.009724928888704607,0.15437846014380077,0.212625,0.0412,0.0001634920634920635,2.3022832515152913
2020-09-11,9446.4,0.010094600187231427,0.16024681008024247,0.207125,0.0412,0.0001634920634920635,2.396433198820887
2020-09-14,9493.3,0.00959422212870686,0.1523035546540265,0.2119,0.041,0.0001626984126984127,2.288952977413828
2020-09-15,9573.35,0.009198996108619155,0.14602953608914318,0.205975,0.0405,0.0001607142857142857,2.213167509743016
2020-09-16,9632.5,0.009054536862068092,0.14373631664339592,0.1966,0.0404,0.0001603174603174603,2.1918719573168346
2020-09-17,9566.75,0.008767054651835467,0.13917267803561165,0.201,0.0405,0.0001607142857142857,2.107793592210328
2020-09-18,9559.5,0.008711401849463202,0.1382892171865666,0.20045,0.0402,0.00015952380952380951,2.0928262156567143
2020-09-21,9313.0,0.008316444975197417,0.13201947117915055,0.221875,0.0399,0.00015833333333333332,1.946423268513172
2020-09-22,9213.9,0.011686738762476799,0.1855212264173542,0.2141,0.0399,0.00015833333333333332,2.7061174267678325
2020-09-23,9194.35,0.01166084021680587,0.18511009975037304,0.2099,0.0397,0.00015753968253968254,2.6943913997979507
2020-09-24,8944.75,0.011077466241430814,0.17584932498923592,0.2351,0.0398,0.00015793650793650795,2.4901096292041984
2020-09-25,9156.1,0.01383784419058605,0.21966896645730344,0.20675,0.0397,0.00015753968253968254,3.184114827599842
2020-09-28,9330.25,0.014848552861115053,0.23571346919824218,0.195725,0.0397,0.00015753968253968254,3.4816663563374277
2020-09-29,9319.7,0.015095376980929548,0.23963168062985157,0.19775,0.0397,0.00015753968253968254,3.5355390070481008
2020-09-30,9341.75,0.014249684452990768,0.22620672794254224,0.1953,0.0396,0.00015714285714285716,3.345362915611986
